key,Remarks,mapID,relevantID,previousLevelID,levelID,battleSceneID,name,posX,posY,storyLevel,levelType,subtype,eliteLevelIcon,intro,items,firstDropItems,coin,playerExp,heroExp,succSubPower,failSubPower,extraRewards,extraRewardsNum,resetNum,hidePauseButton,canSpeedAdd,forceAutoFight,cameraMoveType,battleType,recommendedPower,minPower,maxPower,monsterInfo,rewardInfo,boxX,boxY,modelPrefabPath,modelPlayPeriod,tipsBubble,tipsUnlock,tipsName,dropGuarantee
110304,,1005,,110303,110304,200204,落单的仙人,61,38,"1,0,0,0,0,0,1",,2,Hero_head/head_LongJiGongZhu,陈塘关的魔气逐渐加重，昆仑仙人也不愿坐视不管。这时陈塘关中出现了一位昆仑仙人，与一位打扮奇特的少女……,"31049,31061,31154,34028","38313,38011,33041,33042",816,60,60,6,1,803002,1,,,1,,1,1,5000,4750,5250,,808003,144,64,Assets/Model/Charactor/Prefab/911005.prefab,3.8,这里有新伙伴加入,龙吉加入,落单的仙人,1001
110305,,1005,,110304,110305,200204,龙吉公主,236,64,"0,0,0,0,0,0,0",,1,,即使是被控制表情痛苦，依旧无法掩饰她绝世的容颜。龙吉公主善良、温柔，心系万物生灵，来到陈塘关中也是为了查明魔气来源。,"31002,31083,34028","38314,38012,33046,33047",822,60,60,6,1,803002,1,,,1,,1,1,6200,5890,6510,,,,,,,,扫荡开启,龙吉公主,1001
110306,,1005,,110305,110306,200202,魔神再临,386,12,"1,0,1,0,0,0,0",,3,Hero_head/head_CangQiongShouWei,陈塘关的法阵也被破坏，魔神再临。而幕后黑手竟然是……,"31002,31083,34028","38315,38013,33051,33052,33053",828,60,60,6,1,803002,1,,,1,,1,1,7000,6650,7350,,,,,,,这里有个大家伙,,魔神再临,1001
120301,,1006,110302,120202,120301,200201,哼哈神威,-176,-38,"0,0,0,0,0,0,0",1,2,Hero_head/head_ChenQi,哼哈二将卷土重来，比之前更加强大！,"2001004,30020,34031,200000","38207,2001004,30020,34031",1620,120,120,12,1,803002,2,3,,1,,1,1,37105,35249,38960,,808502,-256,-36,,,哼！哈！,,哼哈神威,1001
120302,,1006,110304,120301,120302,200203,雾露回春,61,38,"0,0,0,0,0,0,0",1,2,Hero_head/head_LongJiGongZhu,强大的治疗能力，要怎么对付这样的对手？,"2001005,30012,34031,200000","38208,2001005,30012,34031",1632,120,120,12,1,803002,2,3,,1,,1,1,45419,43148,47689,,808503,144,64,,,打雷要下雨，雷欧,,雾露回春,1001
120303,,1006,110306,120302,120303,200202,苍穹,386,12,"0,0,0,0,0,0,0",1,3,Hero_head/head_CangQiongShouWei,苍穹守卫再次降临！,"2001006,30019,34031,200000","38209,2001006,30019,34031",1656,120,120,12,1,803002,2,3,,1,,1,1,54110,51404,56815,,,,,,,下雨要打伞，雷欧,,苍穹,1001
110401,,1007,,110306,110401,200304,哪吒,-251,104,"1,0,0,0,0,0,0",,1,,陈塘关被海水淹没，码头船队出动，成为了暂时的避难之所。魔神似乎也藏在某一艘船中，等待着进一步的破坏。这时，出现了一位昔日故友。,"31014,31095,34028,200000","38316,38014,31014,31095",834,60,60,6,1,803002,1,,,1,,1,1,7200,6840,7560,,,,,,,,,哪吒,1001
110402,,1007,,110401,110402,200304,顽劣之祸,-63,49,"1,0,0,0,0,0,0",,2,Hero_head/head_JinZha,哪吒的出现，却让陈塘关李靖误以为是哪吒顽劣再次招来的陈塘关祸事。而此时妖物更加肆虐，周围一片狼藉。,"31014,31095,34028,200000","38317,38015,31014,31095",834,60,60,6,1,803002,1,,,1,,1,1,8000,7600,8400,,,,,,,刷关卡可以获得装备,,顽劣之祸,1001
110403,,1007,,110402,110403,200304,陈塘风波,-286,-97,"0,0,0,0,0,0,0",,1,,金吒的阻拦拖慢了众人的脚步，越发汹涌的海水似乎准备把船队一起吞没。,"31026,31107,34028,200000","38318,38016,31026,31107",834,60,60,6,1,803002,1,,,1,,1,1,9500,9025,9975,,,,,,,,,陈塘风波,1001
110404,,1007,,110403,110404,200304,挑拨,-146,-152,"1,0,0,0,0,0,0",,2,Hero_head/head_MuZha,陈塘关李家，世代忠于皇室，这是他们刻在骨血里面的使命。当朝歌使者用陈塘关的危难来挑拨，愚忠便摧毁了李靖的理智。,"31026,31107,34028,200000","38319,38017,31026,31107",834,60,60,6,1,803002,1,,,1,,1,1,10000,9500,10500,,808004,-61,-129,,,,竞技场开启,挑拨,1001
110405,,1007,,110404,110405,200304,船舱内部,9,-90,"0,0,0,0,0,0,0",,1,,魔神的气息绵延至船舱内部，似乎在漆黑的船舱之中潜伏着一匹可怕的巨兽。,"31038,31119,34028,200000","38320,38018,31038,31119",840,60,60,6,1,803002,1,,,1,,1,1,10500,9975,11025,,,,,,,,,船舱内部,1001
110406,,1007,,110405,110406,200302,父子,101,23,"1,0,0,0,0,0,0",,2,Hero_head/head_LiJing,李靖在此地似乎已等候多时，父子终于兵戎相见……,"31038,31119,34028,200000","38321,38019,31038,31119",840,60,60,6,1,803002,1,,,1,,1,1,12000,11400,12600,,,,,,,,,父子,1001
110407,,1007,,110406,110407,200302,船舱深处,160,211,"1,0,0,0,0,0,0",,1,,魔气强烈，哪吒不顾阻拦只身一人前往，似乎是在向李靖证明着什么。,"31050,31062,34028,200000","38322,38020,31050,31062",846,60,60,6,1,803002,1,,,1,,1,1,12500,11875,13125,,,,,,,,,船舱深处,1001
110408,,1007,,110407,110408,200302,幕后,353,134,"0,0,0,0,0,0,0",,2,Hero_head/head_XiMeiEr,一路紧随哪吒的脚步，却还是被浓雾一般的魔气所阻拦，但越发强烈的黑暗气息让所有人都知道，魔神就在前方。,"31050,31062,34028,200000","38323,38021,31050,31062",846,60,60,6,1,803002,1,,,1,,1,1,13800,13110,14490,,808005,428,142,,,,,幕后,1001
110409,,1007,,110408,110409,200302,只身前往,357,57,"0,1,0,0,0,0,0",,1,,召唤魔神的少女又一次出现，哪吒已不见踪影。只身一人面对魔神的哪吒究竟会不会有危险？,"31214,31218,34028,200000","38324,38022,31214,31218",852,60,60,6,1,803002,1,,,1,,1,1,14000,13110,14700,,,,,,,,,只身前往,1001
110410,,1007,,110409,110410,200303,魔神阴影,267,-169,"0,1,1,0,0,0,0",,3,Hero_head/head_SanTouLongYan,船舱深处出现巨大的身影，一股强大魔气出现，能够驾驭大海之力的魔神实力不容小觑……,"31214,31218,34028,200000","38325,38023,31214,31218",852,60,60,6,1,803002,1,,,1,,1,1,14500,13110,15225,177000,,,,,,,,魔神阴影,1001
120401,,1008,110402,120303,120401,200304,本意,-63,49,"0,0,0,0,0,0,0",1,2,Hero_head/head_JinZha,你的本意是安静地做个仙人，可是总有人会出手打破安静……,"2001007,30010,34031,200000","38210,2001007,30010,34031",1668,120,120,12,1,803002,2,3,,1,,1,1,62946,59798,66093,,,,,,,,,本意,1001
120402,,1008,110404,120401,120402,200304,碰撞,-146,-152,"0,0,0,0,0,0,0",1,2,Hero_head/head_MuZha,木吒的双刀如风一般疾速，要躲过鬼魅一般的身形不是一件容易的事。,"2001008,30017,34031,200000","38211,2001008,30017,34031",1668,120,120,12,1,803002,2,3,,1,,1,1,70977,67428,74525,,808504,-61,-129,,,,,碰撞,1001
120403,,1008,110406,120402,120403,200302,追查,101,23,"0,0,0,0,0,0,0",1,2,Hero_head/head_LiJing,玲珑宝塔据说能够降服一切妖魔鬼怪。当然，仙神也不例外。,"2001009,30004,34031,200000","38212,2001009,30004,34031",1680,120,120,12,1,803002,2,3,,1,,1,1,79482,75507,83456,,,,,,,,,追查,1001
120404,,1008,110408,120403,120404,200302,深入,353,134,"0,0,0,0,0,0,0",1,2,Hero_head/head_XiMeiEr,不是所有人都表里如一，喜媚儿就是个例子。,"2001010,30007,34031,200000","38213,2001010,30007,34031",1692,120,120,12,1,803002,2,3,,1,,1,1,84088,79883,88292,,808505,428,142,,,,,深入,1001
120405,,1008,110410,120404,120405,200303,反抗,267,-169,"0,0,0,0,0,0,0",1,3,Hero_head/head_SanTouLongYan,魔神的反抗你阻止不了……,"2001011,30006,34031,200000","38214,2001011,30006,34031",1704,120,120,12,1,803002,2,3,,1,,1,1,91758,87170,96345,,,,,,,,,反抗,1001
110501,,1009,,110410,110501,201101,流沙奇景Ⅰ,-265,113,"0,0,0,0,0,0,0",,1,,在我们观赏奇特的流沙景色时，流沙里钻出了可怕的怪物,"31258,31265,34028,200000","38326,38024,31258,31265",858,60,60,6,1,803002,1,,,1,,1,1,14500,13775,15225,,,,,,,,,流沙奇景Ⅰ,1001
110502,,1009,,110501,110502,201101,魔家兄妹,-166,82,"1,0,0,0,0,0,0",,2,Hero_head/head_MoLiHong,去往西岐路途遥远，不巧的是还有人前来拦路。,"31258,31265,34028,200000","38327,38025,31258,31265",858,60,60,6,1,803002,1,,,1,,1,1,17000,16150,17850,,808006,-81,90,,,,,魔家兄妹,1001
110503,,1009,,110502,110503,201101,流沙奇景Ⅱ,-181,-5,"0,0,0,0,0,0,0",,1,,沙漠的风景别有一番韵味，却无暇欣赏。,"31162,31222,34028,200000","38328,38026,31162,31222",864,60,60,6,1,803002,1,,,1,,1,1,17500,16625,18375,,,,,,,,,流沙奇景Ⅱ,1001
110504,,1009,,110503,110504,201101,魔礼青,-230,-160,"0,0,0,0,0,0,0",,2,Hero_head/head_MoLiQing,魔家四将是妲己的手下，他们法力高强，很难对付。,"31162,31222,34028,200000","38329,38027,31162,31222",864,60,60,6,1,803002,1,,,1,,1,1,19000,18050,19950,,,,,,,,组队副本,魔礼青,1001
110505,,1009,,110504,110505,201101,天色渐晚,-119,-45,"0,0,0,0,0,0,0",,1,,打败了魔礼青，天色也渐晚，夜间赶路危机四伏……,"31171,31231,34028,200000","38330,38028,31171,31231",864,60,60,6,1,803002,1,,,1,,1,1,20000,19000,21000,,,,,,,,,天色渐晚,1001
110506,,1009,,110505,110506,201102,灵魂猎手,17,-23,"0,0,0,0,0,0,0",,3,Hero_head/head_LingHunLieShou,来自魔界的魔神，不仅能折磨人的身体，还能猎杀人的灵魂。,"31171,31231,34028,200000","38331,38029,31171,31231",864,60,60,6,1,803002,1,,,1,,1,1,24000,22800,25200,,808007,120,-10,,,,,灵魂猎手,1001
110507,,1009,,110506,110507,201201,深夜,108,140,"0,0,0,0,0,0,0",,1,,深夜已至，喜媚儿的出现让夜色变得更加浓重，危险重重。,"31180,31240,34028,200000","38332,38030,31180,31240",870,60,60,6,1,803002,1,,,1,,1,1,25000,23750,26250,,,,,,,,,深夜,1001
110508,,1009,,110507,110508,201201,魔家四将,230,130,"1,0,0,0,0,0,0",,2,Hero_head/head_MoLiHai,魔家四将，互为对手但又亲如手足，四人合力时战力惊人。,"31180,31240,34028,200000","38333,38031,31180,31240",870,60,60,6,1,803002,1,,,1,,1,1,26500,25175,27825,,,,,,,,精英副本,魔家四将,1001
110509,,1009,,110508,110509,201201,沙漠之夜,437,141,"0,0,0,0,0,0,0",,1,,众人合力将魔家四将打败，趁着夜色速速往西岐进发。,"31189,31249,34028,200000","38334,38032,31189,31249",876,60,60,6,1,803002,1,,,1,,1,1,30000,28500,31500,,,,,,,,,沙漠之夜,1001
110510,,1009,,110509,110510,201201,媚儿之死,355,25,"0,0,0,0,0,0,1",,2,Hero_head/head_XiMeiEr,喜媚儿是妲己的结拜姐妹，也是法力强大的妖仙，不要被她的外表所欺骗。,"31189,31249,34028,200000","38335,38033,31189,31249",876,60,60,6,1,803002,1,,,1,,1,1,37000,35150,38850,,808008,446,25,,,,金币副本,媚儿之死,1001
110511,,1009,,110510,110511,201201,西岐之路,52,-131,"0,0,0,0,0,0,0",,1,,喜媚儿被封神，西岐近在眼前，但事情似乎不那么简单……,"31215,31219,34028,200000","38336,38034,31215,31219",882,60,60,6,1,803002,1,,,1,,1,1,39000,37050,40950,,,,,,,,,西岐之路,1001
110512,,1009,,110511,110512,201202,裂地之拳,345,-182,"0,0,0,0,0,0,0",,3,Hero_head/head_LieDiZhiQuan,西岐沙漠快要走到尽头，但还需打败裂地之拳。,"31215,31219,34028,200000","38337,38035,31215,31219",888,60,60,6,1,803002,1,,,1,,1,1,42000,39900,44100,,,,,,,,经验副本,裂地之拳,1001
120501,,1010,110502,120405,120501,201101,红伞,-166,82,"0,0,0,0,0,0,0",1,2,Hero_head/head_MoLiHong,魔礼红的伞可以遮天蔽日，十分强大。,"2001012,30020,34031,200000","38215,2001012,30020,34031",1716,120,120,12,1,803002,2,3,,1,,1,1,101915,96819,107010,,808506,-81,90,,,,,红伞,1001
120502,,1010,110504,120501,120502,201101,青刀,-230,-160,"0,0,0,0,0,0,0",1,2,Hero_head/head_MoLiQing,魔礼青沉迷于修行自身，自然也拥有了鬼魅般的身形与凌厉的刀法。,"2001013,30012,34031,200000","38216,2001013,30012,34031",1728,120,120,12,1,803002,2,3,,1,,1,1,111761,106172,117349,,,,,,,,,青刀,1001
120503,,1010,110506,120502,120503,201102,妖魔猎手,17,-23,"0,0,0,0,0,0,0",1,3,Hero_head/head_LingHunLieShou,灵魂猎手，可以狩猎人的肉体，牵走人的灵魂。,"2001014,30019,34031,200000","38217,2001014,30019,34031",1728,120,120,12,1,803002,2,3,,1,,1,1,119663,113679,125646,,808507,120,-10,,,,,妖魔猎手,1001
120504,,1010,110508,120503,120504,201201,魔音,230,130,"0,0,0,0,0,0,0",1,2,Hero_head/head_MoLiHai,魔礼海的琴，勾魂夺魄，震慑人心。,"2001015,30010,34031,200000","38218,2001015,30010,34031",1740,120,120,12,1,803002,2,3,,1,,1,1,127498,121123,133872,,,,,,,,,魔音,1001
120505,,1010,110510,120504,120505,201201,媚儿幻影,355,25,"0,0,0,0,0,0,0",1,2,Hero_head/head_XiMeiEr,喜媚儿已死，但她的灵魂似乎并不甘于被困在封神台。,"2001016,30017,34031,200000","38219,2001016,30017,34031",1752,120,120,12,1,803002,2,3,,1,,1,1,136859,130016,143701,,808508,446,25,,,,,媚儿幻影,1001
120506,,1010,110512,120505,120506,201202,决战,351,-160,"0,0,0,0,0,0,0",1,3,Hero_head/head_LieDiZhiQuan,西岐沙漠，危机重重。,"2001017,30004,34031,200000","38220,2001017,30004,34031",1776,120,120,12,1,803002,2,3,,1,,1,1,145840,138548,153132,,,,,,,,,决战,1001
110601,,1011,,110512,110601,201301,西岐之灾,-300,155,"1,0,0,0,0,0,0",,1,,西岐看似被巨大灾难侵袭过，到底是何人所为？,"31259,31266,34028,200000","38338,38036,31259,31266",894,60,60,6,1,803002,1,,,1,,1,1,46692,44357,49026,,,,,,,,,西岐之灾,1001
110602,,1011,,110601,110602,201301,断壁孤影,-141,121,"1,0,0,0,0,0,1",,2,Hero_head/head_WuJi,残垣断壁中走来一位少年，少年二话不说拔刀邀战，看来是把我们当成了敌人。,"31259,31266,34028,200000","38339,38037,31259,31266",894,60,60,6,1,803002,1,,,1,,1,1,48581,46151,51010,,808009,-53,139,,,,,断壁孤影,1001
110603,,1011,,110602,110603,201301,缠人小徒,-199,49,"1,0,0,0,0,0,0",,1,,少年把我们当成了妖魔。清醒过后发现，他似乎非常崇拜昆仑仙人，,"31272,31278,34028,200000","38340,38038,31272,31278",894,60,60,6,1,803002,1,,,1,,1,1,50447,47924,52969,,,,,,,,,缠人小徒,1001
110604,,1011,,110603,110604,201301,神秘来客,-295,-91,"0,0,0,0,0,0,1",,2,Hero_head/head_LiXingBa,对于西岐的惨状没有任何头绪，但就在疑惑之际，一位奇怪的人出现了。,"31272,31278,34028,200000","38341,38039,31272,31278",894,60,60,6,1,803002,1,,,1,,1,1,52919,50273,55564,,,,,,,,道术开放,神秘来客,1001
110605,,1011,,110604,110605,201301,天才道士,-128,-32,"1,1,0,0,0,0,1",,1,,来者是敌，众人打算继续追击。,"31163,31223,34028,200000","38342,38040,31163,31223",900,60,60,6,1,803002,1,,,1,,1,1,55399,52629,58168,,,,,,,,,天才道士,1001
110606,,1011,,110605,110606,201302,魔神统帅,37,6,"0,0,0,0,0,0,0",,3,Hero_head/head_ShenYuanTongShuai,李兴霸是九龙四圣之一，狂妄的性格，残忍的内心，被称为黄泉行者。,"31163,31223,34028,200000","38343,38041,31163,31223",900,60,60,6,1,803002,1,,,1,,1,1,57885,54990,60779,,808010,117,12,,,,大量金币,魔神统帅,1001
110607,,1011,,110606,110607,201301,杨戬其人,178,92,"1,0,0,0,0,0,0",,1,,杨戬是昆仑同门，天资卓越被称为天才道士，因此性格也十分自大。,"31172,31232,34028,200000","38344,38042,31172,31232",906,60,60,6,1,803002,1,,,1,,1,1,61373,58304,64441,,,,,,,,,杨戬其人,1001
110608,,1011,,110607,110608,201301,灾祸之始,293,-7,"0,0,0,0,0,0,1",,2,Hero_head/head_ZhangTianJun,战火中出现了使用砂之力的人，他是金鳌岛十天君之一，为什么会在这种地方？,"31172,31232,34028,200000","38345,38043,31172,31232",906,60,60,6,1,803002,1,,,1,,1,1,64592,61362,67821,,,,,,,,,灾祸之始,1001
110609,,1011,,110608,110609,201301,金鳌岛,377,127,"0,0,0,0,0,0,0",,1,,四圣与张天君都是闻仲太师的手下，难道闻太师已把西岐当成了务必除掉的敌人。,"31181,31241,34028,200000","38346,38044,31181,31241",912,60,60,6,1,803002,1,,,1,,1,1,66668,63334,70001,,,,,,,,,金鳌岛,1001
110610,,1011,,110609,110610,201301,再遇故敌,498,2,"1,0,0,0,0,0,1",,2,Hero_head/head_ShenGongBao,四圣行踪飘忽不定，事情的真相错综复杂。正在这时，一位昔日的敌人出现。,"31181,31241,34028,200000","38347,38045,31181,31241",912,60,60,6,1,803002,1,,,1,,1,1,68732,65295,72168,,808011,432,-11,,,,,再遇故敌,1001
110611,,1011,,110610,110611,201301,九龙之谜,349,-94,"0,0,0,0,0,0,0",,1,,申公豹透露了天灾的信息，究竟出于何种目的？,"31190,31250,34028,200000","38348,38046,31190,31250",948,60,60,6,1,803002,1,,,1,,1,1,71387,67817,74956,,,,,,,,,九龙之谜,1001
110612,,1011,,110611,110612,201302,退魔,157,-196,"1,0,0,0,0,0,0",,3,Hero_head/head_AnHongMoXiang,清理掉西岐的魔神之后，似乎必须前往九龙岛一探究竟了。,"31190,31250,34028,200000","38349,38047,31190,31250",948,60,60,6,1,803002,1,,,1,,1,1,74045,70342,77747,,,,,,,,装备副本,退魔,1001
120601,,1012,110602,120506,120601,201301,莽撞少年,-141,121,"0,0,0,0,0,0,0",1,2,Hero_head/head_WuJi,武吉是在人界出生的一位少年，但能力似乎并不简单。,"2001018,30007,34031,200000","38221,2001018,30007,34031",1788,120,120,12,1,803002,2,3,,1,,1,1,160718,152682,168753,,808509,-53,139,,,,,莽撞少年,1001
120602,,1012,110604,120601,120602,201301,黄泉雷电,-295,-91,"0,0,0,0,0,0,0",1,2,Hero_head/head_LiXingBa,李兴霸的力量来自于黄泉，弥漫着死亡的气息。,"2001019,30006,34031,200000","38222,2001019,30006,34031",1788,120,120,12,1,803002,2,3,,1,,1,1,175633,166851,184414,,,,,,,,,黄泉雷电,1001
120603,,1012,110606,120602,120603,201302,深渊,37,6,"0,0,0,0,0,0,0",1,3,Hero_head/head_ShenYuanTongShuai,战胜魔神，才能还西岐一片宁和。,"2001020,30020,34031,200000","38223,2001020,30020,34031",1800,120,120,12,1,803002,2,3,,1,,1,1,189335,179868,198801,,808510,117,12,,,,,深渊,1001
120604,,1012,110608,120603,120604,201301,劫难,293,-7,"0,0,0,0,0,0,0",1,2,Hero_head/head_ZhangTianJun,掌控流沙之力的张天君在沙漠之中战斗更强，小心为上。,"2001021,30012,34031,200000","38224,2001021,30012,34031",1812,120,120,12,1,803002,2,3,,1,,1,1,202923,192776,213069,,,,,,,,,劫难,1001
120605,,1012,110610,120604,120605,201301,沙之力,498,2,"0,0,0,0,0,0,0",1,2,Hero_head/head_ShenGongBao,申公豹是仙界最强的道士，就算是天才如杨戬也有不及他的地方。,"2001022,30019,34031,200000","38225,2001022,30019,34031",1824,120,120,12,1,803002,2,3,,1,,1,1,218102,207196,229007,,808511,432,-11,,,,,沙之力,1001
120606,,1012,110612,120605,120606,201302,魔像,157,-196,"0,0,0,0,0,0,0",1,3,Hero_head/head_AnHongMoXiang,向着九龙岛进发吧。,"2001023,30010,34031,200000","38226,2001023,30010,34031",1896,120,120,12,1,803002,2,3,,1,,1,1,235228,223466,246989,,,,,,,,,魔像,1001
110701,,1013,,110612,110701,200402,九龙岛,-279,203,"1,0,0,0,0,0,0",,1,,九龙岛，坐落在一片死海之中，岛内野兽十分之多，危险异常。,"31198,31206,34028,200000","38350,38048,31198,31206",966,60,60,6,1,803002,1,,,1,,1,1,76556,72728,80383,,,,,,,,,九龙岛,1001
110702,,1013,,110701,110702,200402,黄泉行者,-82,136,"0,0,0,0,0,0,1",,2,Hero_head/head_LiXingBa,李兴霸带着杀意，并不欢迎我们来到九龙岛。,"31198,31206,34028,200000","38351,38049,31198,31206",966,60,60,6,1,803002,1,,,1,,1,1,79071,75117,83024,,808012,16,175,,,,,黄泉行者,1001
110703,,1013,,110702,110703,200402,法阵迷踪,-167,75,"0,0,0,0,0,0,0",,1,,金鳌岛与昆仑，似乎注定是敌人。,"31260,31267,34028,200000","38352,38050,31260,31267",966,60,60,6,1,803002,1,,,1,,1,1,81591,77511,85670,,,,,,,,,法阵迷踪,1001
110704,,1013,,110703,110704,200402,地裂力士,-284,5,"1,0,0,0,0,0,1",,2,Hero_head/head_YangSen,杨森是九龙岛的领头人物，被九龙岛的其他人所信赖。,"31260,31267,34028,200000","38353,38051,31260,31267",978,60,60,6,1,803002,1,,,1,,1,1,84120,79914,88326,,,,,,,,,地裂力士,1001
110705,,1013,,110704,110705,200402,继续前行,-266,-77,"0,0,0,0,0,0,0",,1,,杨森决定解开九龙岛的守护封印，会出现怎样的敌人呢？,"31273,31279,34028,200000","38354,38052,31273,31279",978,60,60,6,1,803002,1,,,1,,1,1,86653,82320,90985,,,,,,,,,继续前行,1001
110706,,1013,,110705,110706,200403,魔军,-170,-148,"1,0,0,0,0,0,0",,3,Hero_head/head_AnShiMoShen,吞噬了仙人之力的守护兽，拥有更为恐怖的力量。,"31273,31279,34028,200000","38355,38053,31273,31279",978,60,60,6,1,803002,1,,,1,,1,1,89188,84728,93647,,808013,-98,-166,,,,,魔军,1001
110707,,1013,,110706,110707,200402,前方遇敌,-12,-161,"1,0,0,0,0,0,0",,1,,似乎法阵对闻仲来说十分重要，究竟是怎样的法阵呢？,"31164,31224,34028,200000","38356,38054,31164,31224",990,60,60,6,1,803002,1,,,1,,1,1,91324,86757,95890,,,,,,,,,前方遇敌,1001
