key,remarks,id,name,iconId,fixEquipType,levelCostPlanId,levelPlanId,qualityPlanId,starPlanId,awakenName,awakenIconId,expCostType,costPerExp,awakenTitle,awakenBeforeDec,awakenAfterDec,fk,awakenBeforeTitle,awakenAfterTitle
20200205,,20200205,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10340,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20200206,,20200206,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10384,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20100101,,20100101,杨戬破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10013,10013,10297,杨戬玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士3_1,AwakenAttr,AwakenAttr
20100102,,20100102,疾风宝珠,Fixequip/fixEquip_Stabber_1001,,10001,10014,10014,10014,无影宝珠,Fixequip/fixEquip_Stabber_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士3_91,AwakenAttr,AwakenAttr
20100103,,20100103,追风令,Fixequip/fixEquip_Stabber_1002,,10001,10015,10015,10015,踏云追风令,Fixequip/fixEquip_Stabber_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士3_181,AwakenAttr,AwakenAttr
20100104,,20100104,鲲鹏印,Fixequip/fixEquip_Stabber_1003,,10001,10016,10016,10016,玄黄鲲鹏印,Fixequip/fixEquip_Stabber_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士3_271,AwakenAttr,AwakenAttr
20100105,,20100105,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10341,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20100106,,20100106,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10385,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20400101,,20400101,乾坤网,Fixequip/fixEquip_item_204001_01,,10001,10269,10269,10298,雾露乾坤网,Fixequip/fixEquip_item_204001_02,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_1,AwakenAttr,AwakenAttr
20400102,,20400102,天穹宝珠,Fixequip/fixEquip_Priest_1001,,10001,10270,10270,10270,太虚宝珠,Fixequip/fixEquip_Priest_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_91,AwakenAttr,AwakenAttr
20400103,,20400103,巨木令,Fixequip/fixEquip_Priest_1002,,10001,10271,10271,10271,涛澜巨木令,Fixequip/fixEquip_Priest_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_181,AwakenAttr,AwakenAttr
20400104,,20400104,苍虚印,Fixequip/fixEquip_Priest_1003,,10001,10272,10272,10272,混沌苍虚印,Fixequip/fixEquip_Priest_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术祭司1_271,AwakenAttr,AwakenAttr
20400105,,20400105,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10342,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20400106,,20400106,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10386,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20100501,,20100501,魔礼青破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10037,10037,10299,魔礼青玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_1,AwakenAttr,AwakenAttr
20100502,,20100502,疾风宝珠,Fixequip/fixEquip_Stabber_1001,,10001,10038,10038,10038,无影宝珠,Fixequip/fixEquip_Stabber_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_91,AwakenAttr,AwakenAttr
20100503,,20100503,追风令,Fixequip/fixEquip_Stabber_1002,,10001,10039,10039,10039,踏云追风令,Fixequip/fixEquip_Stabber_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_181,AwakenAttr,AwakenAttr
20100504,,20100504,鲲鹏印,Fixequip/fixEquip_Stabber_1003,,10001,10040,10040,10040,玄黄鲲鹏印,Fixequip/fixEquip_Stabber_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_271,AwakenAttr,AwakenAttr
20100505,,20100505,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10343,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20100506,,20100506,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10387,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20100401,,20100401,木吒破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10037,10037,10300,木吒玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_1,AwakenAttr,AwakenAttr
20100402,,20100402,疾风宝珠,Fixequip/fixEquip_Stabber_1001,,10001,10038,10038,10038,无影宝珠,Fixequip/fixEquip_Stabber_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_91,AwakenAttr,AwakenAttr
20100403,,20100403,追风令,Fixequip/fixEquip_Stabber_1002,,10001,10039,10039,10039,踏云追风令,Fixequip/fixEquip_Stabber_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_181,AwakenAttr,AwakenAttr
20100404,,20100404,鲲鹏印,Fixequip/fixEquip_Stabber_1003,,10001,10040,10040,10040,玄黄鲲鹏印,Fixequip/fixEquip_Stabber_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理行者3_271,AwakenAttr,AwakenAttr
20100405,,20100405,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10344,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20100406,,20100406,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10388,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20200401,,20200401,雷震子破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10197,10197,10301,雷震子玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_1,AwakenAttr,AwakenAttr
20200402,,20200402,紫月宝珠,Fixequip/fixEquip_Magic_1001,,10001,10198,10198,10198,太阴宝珠,Fixequip/fixEquip_Magic_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_91,AwakenAttr,AwakenAttr
20200403,,20200403,五雷令,Fixequip/fixEquip_Magic_1002,,10001,10199,10199,10199,紫霄五雷令,Fixequip/fixEquip_Magic_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_181,AwakenAttr,AwakenAttr
20200404,,20200404,麒麟印,Fixequip/fixEquip_Magic_1003,,10001,10200,10200,10200,乾坤麒麟印,Fixequip/fixEquip_Magic_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_271,AwakenAttr,AwakenAttr
20200405,,20200405,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10345,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20200406,,20200406,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10389,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20400401,,20400401,李靖破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10137,10137,10302,李靖玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理祭司4_1,AwakenAttr,AwakenAttr
20400402,,20400402,天穹宝珠,Fixequip/fixEquip_Priest_1001,,10001,10138,10138,10138,太虚宝珠,Fixequip/fixEquip_Priest_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理祭司4_91,AwakenAttr,AwakenAttr
20400403,,20400403,巨木令,Fixequip/fixEquip_Priest_1002,,10001,10139,10139,10139,涛澜巨木令,Fixequip/fixEquip_Priest_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理祭司4_181,AwakenAttr,AwakenAttr
20400404,,20400404,苍虚印,Fixequip/fixEquip_Priest_1003,,10001,10140,10140,10140,混沌苍虚印,Fixequip/fixEquip_Priest_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理祭司4_271,AwakenAttr,AwakenAttr
20400405,,20400405,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10346,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20400406,,20400406,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10390,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20200601,,20200601,燃灯道人破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10157,10157,10303,琉璃灯,Fixequip/fixEquip_item_202006_02,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术力士3_1,AwakenAttr,AwakenAttr
20200602,,20200602,疾风宝珠,Fixequip/fixEquip_Stabber_1001,,10001,10158,10158,10158,无影宝珠,Fixequip/fixEquip_Stabber_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术力士3_91,AwakenAttr,AwakenAttr
20200603,,20200603,追风令,Fixequip/fixEquip_Stabber_1002,,10001,10159,10159,10159,踏云追风令,Fixequip/fixEquip_Stabber_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术力士3_181,AwakenAttr,AwakenAttr
20200604,,20200604,鲲鹏印,Fixequip/fixEquip_Stabber_1003,,10001,10160,10160,10160,玄黄鲲鹏印,Fixequip/fixEquip_Stabber_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术力士3_271,AwakenAttr,AwakenAttr
20200605,,20200605,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10347,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20200606,,20200606,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10391,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20400301,,20400301,武吉破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10005,10005,10304,武吉玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_1,AwakenAttr,AwakenAttr
20400302,,20400302,疾风宝珠,Fixequip/fixEquip_Stabber_1001,,10001,10006,10006,10006,无影宝珠,Fixequip/fixEquip_Stabber_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_91,AwakenAttr,AwakenAttr
20400303,,20400303,追风令,Fixequip/fixEquip_Stabber_1002,,10001,10007,10007,10007,踏云追风令,Fixequip/fixEquip_Stabber_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_181,AwakenAttr,AwakenAttr
20400304,,20400304,鲲鹏印,Fixequip/fixEquip_Stabber_1003,,10001,10008,10008,10008,玄黄鲲鹏印,Fixequip/fixEquip_Stabber_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_271,AwakenAttr,AwakenAttr
20400305,,20400305,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10348,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20400306,,20400306,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10392,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20300201,,20300201,李兴霸破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10077,10077,10305,李兴霸玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_1,AwakenAttr,AwakenAttr
20300202,,20300202,苍星宝珠,Fixequip/fixEquip_Wizard_1001,,10001,10078,10078,10078,星耀宝珠,Fixequip/fixEquip_Wizard_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_91,AwakenAttr,AwakenAttr
20300203,,20300203,碧落令,Fixequip/fixEquip_Wizard_1002,,10001,10079,10079,10079,黄泉碧落令,Fixequip/fixEquip_Wizard_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_181,AwakenAttr,AwakenAttr
20300204,,20300204,腾蛇印,Fixequip/fixEquip_Wizard_1003,,10001,10080,10080,10080,阴阳腾蛇印,Fixequip/fixEquip_Wizard_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理符师1_271,AwakenAttr,AwakenAttr
20300205,,20300205,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10349,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20300206,,20300206,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10393,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20300301,,20300301,魔礼寿破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10197,10197,10306,魔礼寿玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_1,AwakenAttr,AwakenAttr
20300302,,20300302,苍星宝珠,Fixequip/fixEquip_Wizard_1001,,10001,10198,10198,10198,星耀宝珠,Fixequip/fixEquip_Wizard_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_91,AwakenAttr,AwakenAttr
20300303,,20300303,碧落令,Fixequip/fixEquip_Wizard_1002,,10001,10199,10199,10199,黄泉碧落令,Fixequip/fixEquip_Wizard_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_181,AwakenAttr,AwakenAttr
20300304,,20300304,腾蛇印,Fixequip/fixEquip_Wizard_1003,,10001,10200,10200,10200,阴阳腾蛇印,Fixequip/fixEquip_Wizard_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,法术术士1_271,AwakenAttr,AwakenAttr
20300305,,20300305,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10350,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
20300306,,20300306,琉璃魂器,Fixequip/fixEquip_item_1003,1,10002,10294,10294,10394,神玉魂器,Fixequip/fixEquip_item_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,魂器,AwakenAttr,AwakenAttr
20000201,,20000201,杨森破碎玉坠,Fixequip/fixEquip_item_1001,,10001,10005,10005,10307,杨森玉坠,Fixequip/fixEquip_item_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_1,AwakenAttr,AwakenAttr
20000202,,20000202,旭日宝珠,Fixequip/fixEquip_Warrior_1001,,10001,10006,10006,10006,烈阳宝珠,Fixequip/fixEquip_Warrior_2001,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_91,AwakenAttr,AwakenAttr
20000203,,20000203,圣火令,Fixequip/fixEquip_Warrior_1002,,10001,10007,10007,10007,九州圣火令,Fixequip/fixEquip_Warrior_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_181,AwakenAttr,AwakenAttr
20000204,,20000204,天龙印,Fixequip/fixEquip_Warrior_1003,,10001,10008,10008,10008,无上天龙印,Fixequip/fixEquip_Warrior_2003,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,物理力士1_271,AwakenAttr,AwakenAttr
20000205,,20000205,七宝护符,Fixequip/fixEquip_item_1002,1,10002,10293,10293,10351,飞仙护符,Fixequip/fixEquip_item_2002,,10,觉醒可提升属性,觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,继续觉醒可大幅提升神器的属性，可以大大地提高英雄的各项能力。,护符,AwakenAttr,AwakenAttr
