key,Remarks,id,planId,level,attrData,precentAttrData
130,,130,10002,40,生命_1600,
131,,131,10002,41,生命_1640,
132,,132,10002,42,生命_1680,
133,,133,10002,43,生命_1720,
134,,134,10002,44,生命_1760,
135,,135,10002,45,生命_1800,
136,,136,10002,46,生命_1840,
137,,137,10002,47,生命_1880,
138,,138,10002,48,生命_1920,
139,,139,10002,49,生命_1960,
140,,140,10002,50,生命_2000,
141,,141,10002,51,生命_2040,
142,,142,10002,52,生命_2080,
143,,143,10002,53,生命_2120,
144,,144,10002,54,生命_2160,
145,,145,10002,55,生命_2200,
146,,146,10002,56,生命_2240,
147,,147,10002,57,生命_2280,
148,,148,10002,58,生命_2320,
149,,149,10002,59,生命_2360,
150,,150,10002,60,生命_2400,
151,,151,10002,61,生命_2440,
152,,152,10002,62,生命_2480,
153,,153,10002,63,生命_2520,
154,,154,10002,64,生命_2560,
155,,155,10002,65,生命_2600,
156,,156,10002,66,生命_2640,
157,,157,10002,67,生命_2680,
158,,158,10002,68,生命_2720,
159,,159,10002,69,生命_2760,
160,,160,10002,70,生命_2800,
161,,161,10002,71,生命_2840,
162,,162,10002,72,生命_2880,
163,,163,10002,73,生命_2920,
164,,164,10002,74,生命_2960,
165,,165,10002,75,生命_3000,
166,,166,10002,76,生命_3040,
167,,167,10002,77,生命_3080,
168,,168,10002,78,生命_3120,
169,,169,10002,79,生命_3160,
170,,170,10002,80,生命_3200,
171,,171,10002,81,生命_3240,
172,,172,10002,82,生命_3280,
173,,173,10002,83,生命_3320,
174,,174,10002,84,生命_3360,
175,,175,10002,85,生命_3400,
176,,176,10002,86,生命_3440,
177,,177,10002,87,生命_3480,
178,,178,10002,88,生命_3520,
179,,179,10002,89,生命_3560,
180,,180,10002,90,生命_3600,
181,,181,10003,1,物理防御_5;生命_20,
182,,182,10003,2,物理防御_10;生命_40,
183,,183,10003,3,物理防御_15;生命_60,
184,,184,10003,4,物理防御_20;生命_80,
185,,185,10003,5,物理防御_25;生命_100,
186,,186,10003,6,物理防御_30;生命_120,
187,,187,10003,7,物理防御_35;生命_140,
188,,188,10003,8,物理防御_40;生命_160,
189,,189,10003,9,物理防御_45;生命_180,
190,,190,10003,10,物理防御_50;生命_200,
191,,191,10003,11,物理防御_55;生命_220,
192,,192,10003,12,物理防御_60;生命_240,
193,,193,10003,13,物理防御_65;生命_260,
194,,194,10003,14,物理防御_70;生命_280,
195,,195,10003,15,物理防御_75;生命_300,
196,,196,10003,16,物理防御_80;生命_320,
197,,197,10003,17,物理防御_85;生命_340,
198,,198,10003,18,物理防御_90;生命_360,
199,,199,10003,19,物理防御_95;生命_380,
200,,200,10003,20,物理防御_100;生命_400,
201,,201,10003,21,物理防御_105;生命_420,
202,,202,10003,22,物理防御_110;生命_440,
203,,203,10003,23,物理防御_115;生命_460,
204,,204,10003,24,物理防御_120;生命_480,
205,,205,10003,25,物理防御_125;生命_500,
206,,206,10003,26,物理防御_130;生命_520,
207,,207,10003,27,物理防御_135;生命_540,
208,,208,10003,28,物理防御_140;生命_560,
209,,209,10003,29,物理防御_145;生命_580,
210,,210,10003,30,物理防御_150;生命_600,
211,,211,10003,31,物理防御_155;生命_620,
212,,212,10003,32,物理防御_160;生命_640,
213,,213,10003,33,物理防御_165;生命_660,
214,,214,10003,34,物理防御_170;生命_680,
215,,215,10003,35,物理防御_175;生命_700,
216,,216,10003,36,物理防御_180;生命_720,
217,,217,10003,37,物理防御_185;生命_740,
218,,218,10003,38,物理防御_190;生命_760,
219,,219,10003,39,物理防御_195;生命_780,
220,,220,10003,40,物理防御_200;生命_800,
221,,221,10003,41,物理防御_205;生命_820,
222,,222,10003,42,物理防御_210;生命_840,
223,,223,10003,43,物理防御_215;生命_860,
224,,224,10003,44,物理防御_220;生命_880,
225,,225,10003,45,物理防御_225;生命_900,
226,,226,10003,46,物理防御_230;生命_920,
227,,227,10003,47,物理防御_235;生命_940,
228,,228,10003,48,物理防御_240;生命_960,
229,,229,10003,49,物理防御_245;生命_980,
230,,230,10003,50,物理防御_250;生命_1000,
231,,231,10003,51,物理防御_255;生命_1020,
232,,232,10003,52,物理防御_260;生命_1040,
233,,233,10003,53,物理防御_265;生命_1060,
234,,234,10003,54,物理防御_270;生命_1080,
235,,235,10003,55,物理防御_275;生命_1100,
236,,236,10003,56,物理防御_280;生命_1120,
237,,237,10003,57,物理防御_285;生命_1140,
238,,238,10003,58,物理防御_290;生命_1160,
239,,239,10003,59,物理防御_295;生命_1180,
240,,240,10003,60,物理防御_300;生命_1200,
241,,241,10003,61,物理防御_305;生命_1220,
242,,242,10003,62,物理防御_310;生命_1240,
243,,243,10003,63,物理防御_315;生命_1260,
244,,244,10003,64,物理防御_320;生命_1280,
245,,245,10003,65,物理防御_325;生命_1300,
246,,246,10003,66,物理防御_330;生命_1320,
247,,247,10003,67,物理防御_335;生命_1340,
248,,248,10003,68,物理防御_340;生命_1360,
249,,249,10003,69,物理防御_345;生命_1380,
250,,250,10003,70,物理防御_350;生命_1400,
251,,251,10003,71,物理防御_355;生命_1420,
252,,252,10003,72,物理防御_360;生命_1440,
253,,253,10003,73,物理防御_365;生命_1460,
254,,254,10003,74,物理防御_370;生命_1480,
255,,255,10003,75,物理防御_375;生命_1500,
256,,256,10003,76,物理防御_380;生命_1520,
257,,257,10003,77,物理防御_385;生命_1540,
258,,258,10003,78,物理防御_390;生命_1560,
259,,259,10003,79,物理防御_395;生命_1580,
260,,260,10003,80,物理防御_400;生命_1600,
261,,261,10003,81,物理防御_405;生命_1620,
262,,262,10003,82,物理防御_410;生命_1640,
263,,263,10003,83,物理防御_415;生命_1660,
264,,264,10003,84,物理防御_420;生命_1680,
265,,265,10003,85,物理防御_425;生命_1700,
266,,266,10003,86,物理防御_430;生命_1720,
267,,267,10003,87,物理防御_435;生命_1740,
268,,268,10003,88,物理防御_440;生命_1760,
269,,269,10003,89,物理防御_445;生命_1780,
270,,270,10003,90,物理防御_450;生命_1800,
271,,271,10004,1,法术防御_4;生命_20,
272,,272,10004,2,法术防御_8;生命_40,
273,,273,10004,3,法术防御_12;生命_60,
274,,274,10004,4,法术防御_16;生命_80,
275,,275,10004,5,法术防御_20;生命_100,
276,,276,10004,6,法术防御_24;生命_120,
277,,277,10004,7,法术防御_28;生命_140,
278,,278,10004,8,法术防御_32;生命_160,
279,,279,10004,9,法术防御_36;生命_180,
280,,280,10004,10,法术防御_40;生命_200,
281,,281,10004,11,法术防御_44;生命_220,
282,,282,10004,12,法术防御_48;生命_240,
283,,283,10004,13,法术防御_52;生命_260,
284,,284,10004,14,法术防御_56;生命_280,
285,,285,10004,15,法术防御_60;生命_300,
286,,286,10004,16,法术防御_64;生命_320,
287,,287,10004,17,法术防御_68;生命_340,
288,,288,10004,18,法术防御_72;生命_360,
289,,289,10004,19,法术防御_76;生命_380,
290,,290,10004,20,法术防御_80;生命_400,
291,,291,10004,21,法术防御_84;生命_420,
292,,292,10004,22,法术防御_88;生命_440,
293,,293,10004,23,法术防御_92;生命_460,
294,,294,10004,24,法术防御_96;生命_480,
295,,295,10004,25,法术防御_100;生命_500,
296,,296,10004,26,法术防御_104;生命_520,
297,,297,10004,27,法术防御_108;生命_540,
298,,298,10004,28,法术防御_112;生命_560,
299,,299,10004,29,法术防御_116;生命_580,
300,,300,10004,30,法术防御_120;生命_600,
301,,301,10004,31,法术防御_124;生命_620,
302,,302,10004,32,法术防御_128;生命_640,
303,,303,10004,33,法术防御_132;生命_660,
304,,304,10004,34,法术防御_136;生命_680,
305,,305,10004,35,法术防御_140;生命_700,
306,,306,10004,36,法术防御_144;生命_720,
307,,307,10004,37,法术防御_148;生命_740,
308,,308,10004,38,法术防御_152;生命_760,
309,,309,10004,39,法术防御_156;生命_780,
310,,310,10004,40,法术防御_160;生命_800,
311,,311,10004,41,法术防御_164;生命_820,
312,,312,10004,42,法术防御_168;生命_840,
313,,313,10004,43,法术防御_172;生命_860,
314,,314,10004,44,法术防御_176;生命_880,
315,,315,10004,45,法术防御_180;生命_900,
316,,316,10004,46,法术防御_184;生命_920,
317,,317,10004,47,法术防御_188;生命_940,
318,,318,10004,48,法术防御_192;生命_960,
319,,319,10004,49,法术防御_196;生命_980,
320,,320,10004,50,法术防御_200;生命_1000,
321,,321,10004,51,法术防御_204;生命_1020,
322,,322,10004,52,法术防御_208;生命_1040,
323,,323,10004,53,法术防御_212;生命_1060,
324,,324,10004,54,法术防御_216;生命_1080,
325,,325,10004,55,法术防御_220;生命_1100,
326,,326,10004,56,法术防御_224;生命_1120,
327,,327,10004,57,法术防御_228;生命_1140,
328,,328,10004,58,法术防御_232;生命_1160,
329,,329,10004,59,法术防御_236;生命_1180,
330,,330,10004,60,法术防御_240;生命_1200,
331,,331,10004,61,法术防御_244;生命_1220,
332,,332,10004,62,法术防御_248;生命_1240,
333,,333,10004,63,法术防御_252;生命_1260,
334,,334,10004,64,法术防御_256;生命_1280,
335,,335,10004,65,法术防御_260;生命_1300,
336,,336,10004,66,法术防御_264;生命_1320,
337,,337,10004,67,法术防御_268;生命_1340,
338,,338,10004,68,法术防御_272;生命_1360,
339,,339,10004,69,法术防御_276;生命_1380,
340,,340,10004,70,法术防御_280;生命_1400,
341,,341,10004,71,法术防御_284;生命_1420,
342,,342,10004,72,法术防御_288;生命_1440,
343,,343,10004,73,法术防御_292;生命_1460,
344,,344,10004,74,法术防御_296;生命_1480,
345,,345,10004,75,法术防御_300;生命_1500,
346,,346,10004,76,法术防御_304;生命_1520,
347,,347,10004,77,法术防御_308;生命_1540,
348,,348,10004,78,法术防御_312;生命_1560,
349,,349,10004,79,法术防御_316;生命_1580,
350,,350,10004,80,法术防御_320;生命_1600,
351,,351,10004,81,法术防御_324;生命_1620,
352,,352,10004,82,法术防御_328;生命_1640,
353,,353,10004,83,法术防御_332;生命_1660,
354,,354,10004,84,法术防御_336;生命_1680,
355,,355,10004,85,法术防御_340;生命_1700,
356,,356,10004,86,法术防御_344;生命_1720,
357,,357,10004,87,法术防御_348;生命_1740,
358,,358,10004,88,法术防御_352;生命_1760,
359,,359,10004,89,法术防御_356;生命_1780,
360,,360,10004,90,法术防御_360;生命_1800,
361,,361,10005,1,物理攻击_11;法术攻击_9,
362,,362,10005,2,物理攻击_22;法术攻击_19,
363,,363,10005,3,物理攻击_33;法术攻击_28,
364,,364,10005,4,物理攻击_45;法术攻击_38,
365,,365,10005,5,物理攻击_56;法术攻击_48,
366,,366,10005,6,物理攻击_67;法术攻击_57,
367,,367,10005,7,物理攻击_78;法术攻击_67,
368,,368,10005,8,物理攻击_90;法术攻击_76,
369,,369,10005,9,物理攻击_101;法术攻击_86,
370,,370,10005,10,物理攻击_112;法术攻击_96,
371,,371,10005,11,物理攻击_123;法术攻击_105,
372,,372,10005,12,物理攻击_135;法术攻击_115,
373,,373,10005,13,物理攻击_146;法术攻击_124,
374,,374,10005,14,物理攻击_157;法术攻击_134,
375,,375,10005,15,物理攻击_168;法术攻击_144,
376,,376,10005,16,物理攻击_180;法术攻击_153,
377,,377,10005,17,物理攻击_191;法术攻击_163,
378,,378,10005,18,物理攻击_202;法术攻击_172,
379,,379,10005,19,物理攻击_213;法术攻击_182,
380,,380,10005,20,物理攻击_225;法术攻击_192,
381,,381,10005,21,物理攻击_236;法术攻击_201,
382,,382,10005,22,物理攻击_247;法术攻击_211,
383,,383,10005,23,物理攻击_258;法术攻击_220,
384,,384,10005,24,物理攻击_270;法术攻击_230,
385,,385,10005,25,物理攻击_281;法术攻击_240,
386,,386,10005,26,物理攻击_292;法术攻击_249,
387,,387,10005,27,物理攻击_303;法术攻击_259,
388,,388,10005,28,物理攻击_315;法术攻击_268,
389,,389,10005,29,物理攻击_326;法术攻击_278,
390,,390,10005,30,物理攻击_337;法术攻击_288,
391,,391,10005,31,物理攻击_348;法术攻击_297,
392,,392,10005,32,物理攻击_360;法术攻击_307,
393,,393,10005,33,物理攻击_371;法术攻击_316,
394,,394,10005,34,物理攻击_382;法术攻击_326,
395,,395,10005,35,物理攻击_393;法术攻击_336,
396,,396,10005,36,物理攻击_405;法术攻击_345,
397,,397,10005,37,物理攻击_416;法术攻击_355,
398,,398,10005,38,物理攻击_427;法术攻击_364,
399,,399,10005,39,物理攻击_438;法术攻击_374,
400,,400,10005,40,物理攻击_450;法术攻击_384,
401,,401,10005,41,物理攻击_461;法术攻击_393,
402,,402,10005,42,物理攻击_472;法术攻击_403,
403,,403,10005,43,物理攻击_483;法术攻击_412,
404,,404,10005,44,物理攻击_495;法术攻击_422,
405,,405,10005,45,物理攻击_506;法术攻击_432,
406,,406,10005,46,物理攻击_517;法术攻击_441,
407,,407,10005,47,物理攻击_528;法术攻击_451,
408,,408,10005,48,物理攻击_540;法术攻击_460,
409,,409,10005,49,物理攻击_551;法术攻击_470,
410,,410,10005,50,物理攻击_562;法术攻击_480,
411,,411,10005,51,物理攻击_573;法术攻击_489,
412,,412,10005,52,物理攻击_585;法术攻击_499,
413,,413,10005,53,物理攻击_596;法术攻击_508,
414,,414,10005,54,物理攻击_607;法术攻击_518,
415,,415,10005,55,物理攻击_618;法术攻击_528,
416,,416,10005,56,物理攻击_630;法术攻击_537,
417,,417,10005,57,物理攻击_641;法术攻击_547,
418,,418,10005,58,物理攻击_652;法术攻击_556,
419,,419,10005,59,物理攻击_663;法术攻击_566,
420,,420,10005,60,物理攻击_675;法术攻击_576,
421,,421,10005,61,物理攻击_686;法术攻击_585,
422,,422,10005,62,物理攻击_697;法术攻击_595,
423,,423,10005,63,物理攻击_708;法术攻击_604,
424,,424,10005,64,物理攻击_720;法术攻击_614,
425,,425,10005,65,物理攻击_731;法术攻击_624,
426,,426,10005,66,物理攻击_742;法术攻击_633,
427,,427,10005,67,物理攻击_753;法术攻击_643,
428,,428,10005,68,物理攻击_765;法术攻击_652,
429,,429,10005,69,物理攻击_776;法术攻击_662,
430,,430,10005,70,物理攻击_787;法术攻击_672,
431,,431,10005,71,物理攻击_798;法术攻击_681,
432,,432,10005,72,物理攻击_810;法术攻击_691,
433,,433,10005,73,物理攻击_821;法术攻击_700,
434,,434,10005,74,物理攻击_832;法术攻击_710,
435,,435,10005,75,物理攻击_843;法术攻击_720,
436,,436,10005,76,物理攻击_855;法术攻击_729,
437,,437,10005,77,物理攻击_866;法术攻击_739,
438,,438,10005,78,物理攻击_877;法术攻击_748,
439,,439,10005,79,物理攻击_888;法术攻击_758,
440,,440,10005,80,物理攻击_900;法术攻击_768,
441,,441,10005,81,物理攻击_911;法术攻击_777,
442,,442,10005,82,物理攻击_922;法术攻击_787,
443,,443,10005,83,物理攻击_933;法术攻击_796,
444,,444,10005,84,物理攻击_945;法术攻击_806,
445,,445,10005,85,物理攻击_956;法术攻击_816,
446,,446,10005,86,物理攻击_967;法术攻击_825,
447,,447,10005,87,物理攻击_978;法术攻击_835,
448,,448,10005,88,物理攻击_990;法术攻击_844,
449,,449,10005,89,物理攻击_1001;法术攻击_854,
450,,450,10005,90,物理攻击_1012;法术攻击_864,
451,,451,10006,1,生命_72,
452,,452,10006,2,生命_144,
453,,453,10006,3,生命_216,
454,,454,10006,4,生命_288,
455,,455,10006,5,生命_360,
456,,456,10006,6,生命_432,
457,,457,10006,7,生命_504,
458,,458,10006,8,生命_576,
459,,459,10006,9,生命_648,
460,,460,10006,10,生命_720,
461,,461,10006,11,生命_792,
462,,462,10006,12,生命_864,
463,,463,10006,13,生命_936,
464,,464,10006,14,生命_1008,
465,,465,10006,15,生命_1080,
466,,466,10006,16,生命_1152,
467,,467,10006,17,生命_1224,
468,,468,10006,18,生命_1296,
469,,469,10006,19,生命_1368,
470,,470,10006,20,生命_1440,
471,,471,10006,21,生命_1512,
472,,472,10006,22,生命_1584,
473,,473,10006,23,生命_1656,
474,,474,10006,24,生命_1728,
475,,475,10006,25,生命_1800,
476,,476,10006,26,生命_1872,
477,,477,10006,27,生命_1944,
478,,478,10006,28,生命_2016,
479,,479,10006,29,生命_2088,
480,,480,10006,30,生命_2160,
481,,481,10006,31,生命_2232,
482,,482,10006,32,生命_2304,
483,,483,10006,33,生命_2376,
484,,484,10006,34,生命_2448,
485,,485,10006,35,生命_2520,
486,,486,10006,36,生命_2592,
487,,487,10006,37,生命_2664,
488,,488,10006,38,生命_2736,
489,,489,10006,39,生命_2808,
490,,490,10006,40,生命_2880,
491,,491,10006,41,生命_2952,
492,,492,10006,42,生命_3024,
493,,493,10006,43,生命_3096,
494,,494,10006,44,生命_3168,
495,,495,10006,45,生命_3240,
496,,496,10006,46,生命_3312,
497,,497,10006,47,生命_3384,
498,,498,10006,48,生命_3456,
499,,499,10006,49,生命_3528,
500,,500,10006,50,生命_3600,
501,,501,10006,51,生命_3672,
502,,502,10006,52,生命_3744,
503,,503,10006,53,生命_3816,
504,,504,10006,54,生命_3888,
505,,505,10006,55,生命_3960,
506,,506,10006,56,生命_4032,
507,,507,10006,57,生命_4104,
508,,508,10006,58,生命_4176,
509,,509,10006,59,生命_4248,
510,,510,10006,60,生命_4320,
511,,511,10006,61,生命_4392,
512,,512,10006,62,生命_4464,
513,,513,10006,63,生命_4536,
514,,514,10006,64,生命_4608,
515,,515,10006,65,生命_4680,
516,,516,10006,66,生命_4752,
517,,517,10006,67,生命_4824,
518,,518,10006,68,生命_4896,
519,,519,10006,69,生命_4968,
520,,520,10006,70,生命_5040,
521,,521,10006,71,生命_5112,
522,,522,10006,72,生命_5184,
523,,523,10006,73,生命_5256,
524,,524,10006,74,生命_5328,
525,,525,10006,75,生命_5400,
526,,526,10006,76,生命_5472,
527,,527,10006,77,生命_5544,
528,,528,10006,78,生命_5616,
529,,529,10006,79,生命_5688,
530,,530,10006,80,生命_5760,
531,,531,10006,81,生命_5832,
532,,532,10006,82,生命_5904,
533,,533,10006,83,生命_5976,
534,,534,10006,84,生命_6048,
535,,535,10006,85,生命_6120,
536,,536,10006,86,生命_6192,
537,,537,10006,87,生命_6264,
538,,538,10006,88,生命_6336,
539,,539,10006,89,生命_6408,
540,,540,10006,90,生命_6480,
541,,541,10007,1,物理防御_6;生命_36,
542,,542,10007,2,物理防御_12;生命_72,
543,,543,10007,3,物理防御_18;生命_108,
544,,544,10007,4,物理防御_24;生命_144,
545,,545,10007,5,物理防御_30;生命_180,
546,,546,10007,6,物理防御_36;生命_216,
547,,547,10007,7,物理防御_42;生命_252,
548,,548,10007,8,物理防御_48;生命_288,
549,,549,10007,9,物理防御_54;生命_324,
550,,550,10007,10,物理防御_60;生命_360,
551,,551,10007,11,物理防御_66;生命_396,
552,,552,10007,12,物理防御_72;生命_432,
553,,553,10007,13,物理防御_78;生命_468,
554,,554,10007,14,物理防御_84;生命_504,
555,,555,10007,15,物理防御_90;生命_540,
556,,556,10007,16,物理防御_96;生命_576,
557,,557,10007,17,物理防御_102;生命_612,
558,,558,10007,18,物理防御_108;生命_648,
559,,559,10007,19,物理防御_114;生命_684,
560,,560,10007,20,物理防御_120;生命_720,
561,,561,10007,21,物理防御_126;生命_756,
562,,562,10007,22,物理防御_132;生命_792,
563,,563,10007,23,物理防御_138;生命_828,
564,,564,10007,24,物理防御_144;生命_864,
565,,565,10007,25,物理防御_150;生命_900,
566,,566,10007,26,物理防御_156;生命_936,
567,,567,10007,27,物理防御_162;生命_972,
568,,568,10007,28,物理防御_168;生命_1008,
569,,569,10007,29,物理防御_174;生命_1044,
570,,570,10007,30,物理防御_180;生命_1080,
571,,571,10007,31,物理防御_186;生命_1116,
572,,572,10007,32,物理防御_192;生命_1152,
573,,573,10007,33,物理防御_198;生命_1188,
574,,574,10007,34,物理防御_204;生命_1224,
575,,575,10007,35,物理防御_210;生命_1260,
576,,576,10007,36,物理防御_216;生命_1296,
577,,577,10007,37,物理防御_222;生命_1332,
578,,578,10007,38,物理防御_228;生命_1368,
579,,579,10007,39,物理防御_234;生命_1404,
580,,580,10007,40,物理防御_240;生命_1440,
581,,581,10007,41,物理防御_246;生命_1476,
582,,582,10007,42,物理防御_252;生命_1512,
583,,583,10007,43,物理防御_258;生命_1548,
584,,584,10007,44,物理防御_264;生命_1584,
585,,585,10007,45,物理防御_270;生命_1620,
586,,586,10007,46,物理防御_276;生命_1656,
587,,587,10007,47,物理防御_282;生命_1692,
588,,588,10007,48,物理防御_288;生命_1728,
589,,589,10007,49,物理防御_294;生命_1764,
590,,590,10007,50,物理防御_300;生命_1800,
591,,591,10007,51,物理防御_306;生命_1836,
592,,592,10007,52,物理防御_312;生命_1872,
593,,593,10007,53,物理防御_318;生命_1908,
594,,594,10007,54,物理防御_324;生命_1944,
595,,595,10007,55,物理防御_330;生命_1980,
596,,596,10007,56,物理防御_336;生命_2016,
597,,597,10007,57,物理防御_342;生命_2052,
598,,598,10007,58,物理防御_348;生命_2088,
599,,599,10007,59,物理防御_354;生命_2124,
600,,600,10007,60,物理防御_360;生命_2160,
601,,601,10007,61,物理防御_366;生命_2196,
602,,602,10007,62,物理防御_372;生命_2232,
603,,603,10007,63,物理防御_378;生命_2268,
604,,604,10007,64,物理防御_384;生命_2304,
605,,605,10007,65,物理防御_390;生命_2340,
606,,606,10007,66,物理防御_396;生命_2376,
607,,607,10007,67,物理防御_402;生命_2412,
608,,608,10007,68,物理防御_408;生命_2448,
609,,609,10007,69,物理防御_414;生命_2484,
610,,610,10007,70,物理防御_420;生命_2520,
611,,611,10007,71,物理防御_426;生命_2556,
612,,612,10007,72,物理防御_432;生命_2592,
613,,613,10007,73,物理防御_438;生命_2628,
614,,614,10007,74,物理防御_444;生命_2664,
615,,615,10007,75,物理防御_450;生命_2700,
616,,616,10007,76,物理防御_456;生命_2736,
