key,Remarks,word
10150,,陳良宇
10151,,張德江
10152,,張立昌
10153,,俞正聲
10154,,王樂泉
10155,,劉雲山
10156,,王剛
10157,,王兆國
10158,,劉淇
10159,,賀國強
10160,,郭伯雄
10161,,胡耀邦
10162,,李登輝
10163,,連戰
10164,,陳水扁
10165,,宋楚瑜
10166,,呂秀蓮
10167,,鬱慕明
10168,,蔣介石
10169,,蔣中正
10170,,蔣經國
10171,,馬英九
10172,,習近平
10173,,李克強
10174,,楊尚昆
10175,,王光美
10176,,吳幫國
10177,,無幫國
10178,,無邦國
10179,,無幫過
10180,,瘟家寶
10181,,假慶林
10182,,甲慶林
10183,,假青林
10184,,離長春
10185,,習遠平
10186,,襲近平
10187,,李磕牆
10188,,賀過牆
10189,,和鍋槍
10190,,粥永康
10191,,軸永康
10192,,肘永康
10193,,周健康
10194,,粥健康
10195,,周小康
10196,,布希
10197,,布雷爾
10198,,小泉
10199,,純一郎
10200,,薩馬蘭奇
10201,,安南
10202,,阿拉法特
10203,,普京
10204,,默克爾
10205,,克林頓
10206,,雷根
10207,,尼克森
10208,,林肯
10209,,杜魯門
10210,,赫魯雪夫
10211,,列寧
10212,,史達林
10213,,馬克思
10214,,恩格斯
10215,,金正日
10216,,金日成
10217,,薩達姆
10218,,胡志明
10219,,西哈努克
10220,,希拉克
10221,,柴契爾
10222,,阿羅約
10223,,曼德拉
10224,,卡斯楚
10225,,佛蘭克林
10226,,華盛頓
10227,,艾森豪
10228,,拿破崙
10229,,亞歷山大
10230,,路易
10231,,拉姆斯菲爾德
10232,,蘿拉
10233,,鮑威爾
10234,,奧巴馬
10235,,本拉登
10236,,奧馬爾
10237,,柴玲
10238,,達賴喇嘛
10239,,江青
10240,,張春橋
10241,,姚文元
10242,,王洪文
10243,,東條英機
10244,,希特勒
10245,,墨索里尼
10246,,岡村秀樹
10247,,岡村寧次
10248,,高麗樸
10249,,趙紫陽
10250,,王丹
10251,,沃爾開西
10252,,李洪志
10253,,李大師
10254,,賴昌星
10255,,馬加爵
10256,,班禪
10257,,額爾德尼
10258,,山本五十六
10259,,阿扁
10260,,阿扁萬歲
10261,,熱那亞
10262,,花革命
10263,,茉莉花
10264,,牡丹花
10265,,兩會
10266,,中國茉莉花革命
10267,,中國茉莉花運動
10268,,ML花革命
10269,,ML花運動
10270,,ML花
10271,,梅花革命
10272,,牡丹花革命
10273,,映山紅(金達萊)革命
10274,,葵花子政變
10275,,二十日
10276,,廣場
10277,,東突厥斯坦
10278,,32663
10279,,六四
10280,,六四運動
10281,,美國之音
10282,,民國
10283,,民進黨
10284,,民運
10285,,民主
10286,,民主潮
10287,,納粹
10288,,南華早報
10289,,明慧網
10290,,起義
10291,,親民黨
10292,,人民報
10293,,法輪大法
10294,,打倒共產黨
10295,,台獨萬歲
10296,,示威
10297,,臺灣島國
10298,,臺灣國
10299,,臺灣獨立
10300,,太子党
10301,,天安門事件
10302,,屠殺
10303,,新黨
10304,,新疆分裂
10305,,新疆國
10306,,西藏分裂
10307,,西藏國
10308,,藏青會
10309,,藏婦會
10310,,學潮
10311,,學運
10312,,一黨專政
10313,,一中一台
10314,,兩個中國
10315,,一貫道
10316,,遊行
10317,,圓滿
10318,,鎮壓
10319,,政變
10320,,政治
10321,,政治反對派
10322,,政治犯
10323,,中共
10324,,共產黨
10325,,反黨
10326,,反共
10327,,政府
10328,,民主黨
10329,,中國之春
10330,,共黨
10331,,共匪
10332,,蘇家屯
10333,,基地組織
10334,,塔利班
10335,,東亞病夫
10336,,支那
10337,,高治聯
10338,,高自聯
10339,,專政
10340,,專制
10341,,陸肆事件
10342,,九評
10343,,gongchandang
10344,,一黨獨裁
10345,,核工業基地
10346,,核武器
10347,,鈾
10348,,原子彈
10349,,氫彈
10350,,導彈
10351,,核潛艇
10352,,大參考
10353,,小參考
10354,,國內動態清樣
10355,,內蒙古抗議
10356,,內蒙古5.11
10357,,內蒙古5.11事件
10358,,內蒙古錫林郭勒盟
10359,,血腥鎮壓
10360,,一黨
10361,,中國官方
10362,,獨裁政權
10363,,六四天安門
10364,,大屠殺
10365,,李鵬
10366,,專制
10367,,吾爾開希
10368,,高自聯
10369,,六四鎮壓
10370,,北高聯
10371,,天安門清場
10372,,第廿七軍
10373,,六四運\動
10374,,天安門大屠殺
10375,,八九民運\
10376,,八九學運\
10377,,抗議鎮壓
10378,,反革命暴亂
10379,,向學生開槍
10380,,趙紫陽
10381,,罷課潮
10382,,烰嬅
10383,,獨立
10384,,達賴
10385,,臺灣獨立
10386,,藏獨
10387,,西藏獨立
10388,,疆獨
10389,,新疆獨立
10390,,台灣
10391,,李紅痔
10392,,李宏志
10393,,李宏治
10394,,共鏟
10395,,供產儻
10396,,供殘儻
10397,,產儻
10398,,反黨
10399,,褪出
10400,,明Hui
10401,,minghui
10402,,氵去車人
10403,,氵去車侖工
10404,,氵去luｎ工
10405,,氵去luｎ功
10406,,氵去luｎ工力
10407,,法輪
10408,,法謫
10409,,法謫功
10410,,發掄功
10411,,法一輪
10412,,法十輪十功
10413,,琺.輪功
10414,,法lun功
10415,,法L功
10416,,多黨
10417,,發輪
10418,,發倫
10419,,發掄
10420,,發淪
10421,,發圇
10422,,發侖
10423,,發綸
10424,,法綸
10425,,法淪
10426,,法掄
10427,,法愣
10428,,fa輪
10429,,下法輪
10430,,發論
10431,,掄功
10432,,倫功
10433,,輪大
10434,,法功
10435,,胡緊掏
10436,,胡錦滔
10437,,胡錦淘
10438,,江八點
10439,,江流氓
10440,,江則民
10441,,江澤慧
10442,,江賊
10443,,江獨裁
10444,,江賊民
10445,,江折民
10446,,江澤民
10447,,江豬
10448,,江豬媳
10449,,江core
10450,,江ze民
10451,,江蛤蟆
10452,,將則民
10453,,僵賊
10454,,僵賊民
10455,,醬豬媳
10456,,毛廁洞
10457,,毛賊東
10458,,溫加保
10459,,封殺醬豬媳
10460,,共黨
10461,,鄧小平
10462,,共產黨
10463,,黑社會
10464,,高幹
10465,,溫家寶
10466,,吳邦國
10467,,曾慶紅
10468,,黃菊
10469,,羅幹
10470,,賈慶林
10471,,朱溶劑
10472,,鄧笑貧
10473,,美國之音
10474,,江澤泯
10475,,毛豬席
10476,,毛澤
10477,,朱榮機
10478,,大紀元
10479,,活摘人體
10480,,車侖工力
10481,,砝侖大砝
10482,,砝倫
10483,,砝輪
10484,,江昏君
10485,,江二世
10486,,江魔頭
10487,,江浙.民
10488,,法論
10489,,法論功
10490,,法倫
10491,,豬聾畸
10492,,供讜
10493,,胡緊套
10494,,胡錦\濤
10495,,fa車侖工
10496,,正攵氵台
10497,,鎮壓
10498,,學生運\動
10499,,還權
10500,,tianandoor
10501,,學運\
10502,,m澤東
10503,,豬容雞
10504,,胡緊逃
10505,,曾q紅
10506,,溫jb
10507,,胡jt
10508,,湖竟套
10509,,江戲子
10510,,李月月鳥
10511,,江路線
10512,,虎勁濤
10513,,瘟家飽
10514,,被增長
10515,,被自願
10516,,反中遊行
10517,,譚豁子
10518,,三呆婊
10519,,胡錦套
10520,,胡金淘
10521,,江澤泯
10522,,朱容雞
10523,,腐敗症腐
10524,,九.評
10525,,九一評
10526,,ufco.net
10527,,退黨
10528,,tuidang.epochtimes
10529,,三退熱線
10530,,大紀元
10531,,大記元
10532,,大一紀
10533,,大紀園
10534,,共一黨
10535,,鄧穎超日記
10536,,人民內情真相
10537,,南大自由論壇
10538,,木子論壇
10539,,反社會
10540,,反人類
10541,,共狗
10542,,賣國
10543,,高薪養廉
10544,,獨立中文筆會
10545,,邪黨
10546,,中共暴政
10547,,9評
10548,,9平視頻
10549,,退出黨
10550,,腐敗無救
10551,,滅中共
10552,,黨邪惡
10553,,中共暴力
10554,,黨的暴力
10555,,中國新民黨
10556,,中國線民黨
10557,,愚民政策
10558,,反民眾
10559,,官僚精英
10560,,反共複國
10561,,收復大陸
10562,,消滅共產帝國
10563,,反共產
10564,,誅共匪
10565,,滅共黨
10566,,反攻大陸
10567,,剷除共匪
10568,,pilibaoliao.4pu
10569,,藏字石
10570,,中共專制
10571,,專制當局
10572,,內人党
10573,,挖肅
10574,,八路匪
10575,,sites.google.comsitezhongyuanxue
10576,,退出儻
10577,,共產專制
10578,,共產小丑
10579,,共產極權
10580,,共產王朝
10581,,共產無賴
10582,,中共迫害
10583,,中共走狗
10584,,中共惡霸
10585,,中共獨梟
10586,,政治惡棍
10587,,政治小丑
10588,,共產黨獨裁
10589,,反封鎖
10590,,反對黨
10591,,貪污犯
10592,,官場經濟
10593,,政府腐敗
10594,,中共當局
10595,,洋奴哲學
10596,,聯動分子
10597,,鎮壓群眾
10598,,反共複民
10599,,反共複清
10600,,中國09年將面臨更大的政治壓力
10601,,中國09年面臨更大的政治壓力
10602,,達賴喇嘛流亡50周年
10603,,敏感的政治紀念日
10604,,公產檔
10605,,工產讜
10606,,愚民教育
10607,,土共獨裁
10608,,人權是奢侈
10609,,國營腐敗
10610,,農村腐敗
10611,,共慘黨
10612,,中國民主黨
10613,,民主流氓
10614,,中國過度政府
10615,,中華民國
10616,,共產黨是騙子
10617,,反抗共產黨
10618,,反對共產黨
10619,,冤民大同盟
10620,,未來中國論壇
10621,,中國國家黨
10622,,魯迅公園絕食活動
10623,,香港民主派
10624,,土匪政權
10625,,供產檔
10626,,拱產檔
10627,,拱產讜
10628,,我恨員警
10629,,邪惡的黨
10630,,殺人黨
10631,,公產讜
10632,,大己元
10633,,大季元
10634,,中共獨裁
10635,,貪官賣國
10636,,黨的暴政
10637,,大gi元
10638,,脫離黨
10639,,互害社會
10640,,中國政府不害怕互聯網
10641,,中共邪靈
10642,,才有新中國
10643,,才能有新中國
10644,,gc黨
10645,,黨亡
10646,,中共謊言
10647,,公產黨
10648,,共産黨
10649,,退dang
10650,,tui黨
10651,,共chan黨
10652,,惡讜
10653,,gong慘讜
10654,,共慘讜
10655,,百年禍國
10656,,退出共產黨
10657,,邪惡的共產黨
10658,,解體党文化
10659,,解體中共
10660,,惡黨
10661,,中共邪惡
10662,,官腐民盜
10663,,黨震
10664,,共產黨倒臺
10665,,混帳政府
10666,,腦殘教育
10667,,反華
10668,,communistparty
10669,,退共
10670,,邪惡組織
10671,,共產邪惡
10672,,中共黑幫
10673,,淫官
10674,,偽共黨
10675,,蠻橫的政策
10676,,土匪控制社會
10677,,土匪控制流氓
10678,,流氓控制農民
10679,,黨是喝人血
10680,,黨喝人血
10681,,中共維穩
10682,,變態帝制
10683,,褪黨
10684,,黨徒
10685,,天亡中共
10686,,天亡中一共
10687,,共一產一黨
10688,,黨的腐敗
10689,,黨腐敗
10690,,共餐黨
10691,,供產當
10692,,共產當
10693,,供慘讜
10694,,工產黨
10695,,供產黨
10696,,共產讜
10697,,拱產黨
10698,,多妻養德
10699,,中共治下的中國
10700,,腐敗大業
10701,,共產黨邪教
10702,,黨的邪教
10703,,共產主義歪理邪說
10704,,喝血社會
10705,,中共喉舌
10706,,假惡鬥
10707,,擺脫党文化
10708,,退.黨
10709,,中共散毒
10710,,党文化污染
10711,,被黨整
10712,,黨打死
10713,,黨迫害
10714,,黨欺騙
10715,,黨收瓜光
10716,,中共利用
10717,,中共迷惑
10718,,中共滅口
10719,,中共歪曲
10720,,中共愚弄
10721,,促退隊
10722,,共產.黨
10723,,黨下臺
10724,,亡黨
10725,,zhong共
10726,,中共滅亡
10727,,退出中共
10728,,殺人如麻的中共
10729,,中共政治迫害
10730,,共.產.黨
10731,,唾党媽
10732,,退出了中共
10733,,退出了共產黨
10734,,退出中國共產黨
10735,,黑心黨
10736,,shenshou.org
10737,,中共鎮壓
10738,,中共裝闊
10739,,中共裝摸作樣
10740,,中共罪行
10741,,中共作惡
10742,,中共褻瀆
10743,,中共戕害
10744,,中共鎮壓
10745,,暴虐統治
10746,,腐財橫行
10747,,共產黨
10748,,党的流氓本性
10749,,黨的殺人歷史
10750,,黨的邪惡
10751,,党根本沒有人權
10752,,黨走入墳墓
10753,,共奴
10754,,被黨整過
10755,,告別中共
10756,,拱.鏟.讜
10757,,拱.鏟讜
10758,,拱鏟讜
10759,,拱鏟.讜
10760,,花季護航
10761,,綠壩娘
10762,,藍壩娘
10763,,讜亡
10764,,亡讜
10765,,退讜
10766,,褪讜
10767,,拱產當
10768,,拱鏟黨
10769,,拱鏟檔
10770,,拱鏟當
10771,,拱鏟dang
10772,,拱chan讜
10773,,拱chan黨
10774,,拱chan檔
10775,,拱chan當
10776,,拱chandang
10777,,拱慘黨
10778,,拱慘檔
10779,,拱慘當
10780,,拱慘dang
10781,,拱産讜
10782,,拱産黨
10783,,拱産檔
10784,,拱産當
10785,,拱産dang
10786,,拱產dang
10787,,拱摻讜
10788,,拱摻黨
10789,,拱摻檔
10790,,拱摻當
10791,,拱摻dang
10792,,共鏟讜
10793,,共鏟黨
10794,,共鏟檔
10795,,共鏟當
10796,,共鏟dang
10797,,共chan讜
10798,,共chan檔
10799,,共chan當
10800,,共chandang
10801,,共慘檔
10802,,共慘當
10803,,共慘dang
10804,,共産讜
10805,,共産檔
10806,,共産當
10807,,共産dang
10808,,共產檔
10809,,共產dang
10810,,共摻讜
10811,,共摻黨
10812,,共摻檔
10813,,共摻當
10814,,共摻dang
10815,,工鏟讜
10816,,工鏟黨
10817,,工鏟檔
10818,,工鏟當
10819,,工鏟dang
10820,,工chan讜
10821,,工chan黨
10822,,工chan檔
10823,,工chan當
10824,,工chandang
10825,,工慘讜
10826,,工慘黨
10827,,工慘檔
10828,,工慘當
10829,,工慘dang
10830,,工産讜
10831,,工産黨
10832,,工産檔
10833,,工産當
10834,,工産dang
10835,,工產檔
10836,,工產當
10837,,工產dang
10838,,工摻讜
10839,,工摻黨
10840,,工摻檔
10841,,工摻當
10842,,工摻dang
10843,,供鏟讜
10844,,供鏟黨
10845,,供鏟檔
10846,,供鏟當
10847,,供鏟dang
10848,,供chan讜
10849,,供chan黨
10850,,供chan檔
10851,,供chan當
10852,,供chandang
10853,,供慘黨
10854,,供慘檔
10855,,供慘當
10856,,供慘dang
10857,,供産讜
10858,,供産黨
10859,,供産檔
10860,,供産當
10861,,供産dang
10862,,供產讜
10863,,供產dang
10864,,供摻讜
10865,,供摻黨
10866,,供摻檔
10867,,供摻當
10868,,供摻dang
10869,,公鏟讜
10870,,公鏟黨
10871,,公鏟檔
10872,,公鏟當
10873,,公鏟dang
10874,,公chan讜
10875,,公chan黨
10876,,公chan檔
10877,,公chan當
10878,,公chandang
10879,,公慘讜
10880,,公慘黨
10881,,公慘檔
10882,,公慘當
10883,,公慘dang
10884,,公産讜
10885,,公産黨
10886,,公産檔
10887,,公産當
10888,,公産dang
10889,,公產當
10890,,公產dang
10891,,公摻讜
10892,,公摻黨
10893,,公摻檔
10894,,公摻當
10895,,公摻dang
10896,,gong鏟讜
10897,,gong鏟黨
10898,,gong鏟檔
10899,,gong鏟當
10900,,gong鏟dang
10901,,gongchan讜
10902,,gongchan黨
10903,,gongchan檔
10904,,gongchan當
10905,,gong慘黨
10906,,gong慘檔
10907,,gong慘當
10908,,gong慘dang
10909,,gong産讜
10910,,gong産黨
10911,,gong産檔
10912,,gong産當
10913,,gong産dang
10914,,gong產讜
10915,,gong產黨
10916,,gong產檔
10917,,gong產當
10918,,gong產dang
10919,,gong摻讜
10920,,gong摻黨
10921,,gong摻檔
10922,,gong摻當
10923,,gong摻dang
10924,,功鏟讜
10925,,功鏟黨
10926,,功鏟檔
10927,,功鏟當
10928,,功鏟dang
10929,,功chan讜
10930,,功chan黨
10931,,功chan檔
10932,,功chan當
10933,,功chandang
10934,,功慘讜
10935,,功慘黨
10936,,功慘檔
10937,,功慘當
10938,,功慘dang
10939,,功産讜
10940,,功産黨
10941,,功産檔
10942,,功産當
10943,,功産dang
10944,,功產讜
10945,,功產黨
10946,,功產檔
10947,,功產當
10948,,功產dang
10949,,功摻讜
10950,,功摻黨
10951,,功摻檔
10952,,功摻當
10953,,功摻dang
10954,,政匪
10955,,中共不滅
10956,,中共當權
10957,,中共黨魁
10958,,中共的暴力
10959,,中共的暴烈
10960,,中共的打手
10961,,中共的大墮落
10962,,中共的惡戲
10963,,中共的惡行
10964,,中共的棺材
10965,,中共的謊話
10966,,中共的謊言
10967,,中共的教條
10968,,中共的爛瘡
10969,,中共的流氓
10970,,中共的迷魂
10971,,中共的迫害
10972,,中共獨權
10973,,中共流氓
10974,,抗議政府
10975,,納粹中共
10976,,中共的險惡
10977,,中共險惡
10978,,中共的嘴臉
10979,,打到共產黨
10980,,打到中央
10981,,打倒中央
10982,,中共頭子
10983,,中共非法
10984,,爛黨
10985,,爛政權
10986,,中共血腥
10987,,黨卑鄙
10988,,gong.產一讜
10989,,gong.鏟讜
10990,,tui讜
10991,,tui?
10992,,退一檔
10993,,退檔
10994,,tui檔
10995,,天一滅一中一共
10996,,天要亡供
10997,,天要亡共
10998,,棄欓
10999,,邪擋
11000,,邪讜
11001,,邪檔
11002,,拱鏟擋
11003,,共鏟擋
11004,,工鏟擋
11005,,供鏟擋
11006,,公鏟擋
11007,,gong鏟擋
11008,,功鏟擋
11009,,拱chan擋
11010,,共chan擋
11011,,工chan擋
11012,,供chan擋
11013,,公chan擋
11014,,gongchan擋
11015,,功chan擋
11016,,拱慘擋
11017,,共慘擋
11018,,工慘擋
11019,,供慘擋
11020,,公慘擋
11021,,gong慘擋
11022,,功慘擋
11023,,拱産擋
11024,,共産擋
11025,,工産擋
11026,,供産擋
11027,,公産擋
11028,,gong産擋
11029,,功産擋
11030,,拱產擋
11031,,共產擋
11032,,工產擋
11033,,供產擋
11034,,公產擋
11035,,gong產擋
11036,,功產擋
11037,,拱摻擋
11038,,共摻擋
11039,,供摻擋
11040,,gong摻擋
11041,,功摻擋
11042,,三民黨
11043,,社會主義工人党
11044,,中國納粹
11045,,中國的納粹
11046,,中國人類進步党
11047,,中國月光工人協會党
11048,,暴力執政
11049,,中共的解體
11050,,中共解體
11051,,中共的罪惡
11052,,哄.鏟.讜
11053,,哄鏟讜
11054,,哄鏟檔
11055,,哄鏟黨
11056,,哄鏟當
11057,,哄鏟dang
11058,,哄鏟擋
11059,,哄chan讜
11060,,哄chan黨
11061,,哄chan檔
11062,,哄chan當
11063,,哄chandang
11064,,哄chan擋
11065,,哄慘讜
11066,,哄慘黨
11067,,哄慘檔
11068,,哄慘當
11069,,哄慘dang
11070,,哄慘擋
11071,,哄産讜
11072,,哄産黨
11073,,哄産檔
11074,,哄産當
11075,,哄産dang
11076,,哄産擋
11077,,哄產讜
11078,,哄產黨
11079,,哄產檔
11080,,哄產當
11081,,哄產dang
11082,,哄產擋
11083,,哄摻讜
11084,,哄摻黨
11085,,哄摻檔
11086,,哄摻當
11087,,哄摻dang
11088,,哄摻擋
11089,,民主鬥士
11090,,人權鬥士
11091,,餘傑
11092,,師濤
11093,,共讒黨
11094,,正腐
11095,,貢產組織
11096,,拱鏟襠
11097,,共鏟襠
11098,,工鏟襠
11099,,供鏟襠
11100,,公鏟襠
11101,,gong鏟襠
11102,,功鏟襠
11103,,哄鏟襠
11104,,拱chan襠
11105,,共chan襠
11106,,工chan襠
11107,,供chan襠
11108,,公chan襠
11109,,gongchan襠
11110,,功chan襠
11111,,哄chan襠
11112,,拱慘襠
11113,,共慘襠
11114,,工??襠
11115,,供慘襠
11116,,公慘襠
11117,,gong慘襠
11118,,功慘襠
11119,,哄慘襠
11120,,拱産襠
11121,,共産襠
11122,,工産襠
11123,,供産襠
11124,,公産襠
11125,,gong産襠
11126,,功産襠
11127,,哄産襠
11128,,拱產襠
11129,,共產襠
11130,,工產襠
11131,,供產襠
11132,,公產襠
11133,,gong產襠
11134,,功產襠
11135,,哄產襠
11136,,拱摻襠
11137,,共摻襠
11138,,工摻襠
11139,,供摻襠
11140,,公摻襠
11141,,gong摻襠
11142,,功摻襠
11143,,哄摻襠
11144,,拱殘襠
11145,,共殘襠
11146,,工殘襠
11147,,供殘襠
11148,,公殘襠
11149,,gong殘襠
11150,,功殘襠
11151,,哄殘襠
11152,,拱殘讜
11153,,共殘讜
11154,,工殘讜
11155,,供殘讜
11156,,公殘讜
11157,,gong殘讜
11158,,功殘讜
11159,,哄殘讜
11160,,拱殘黨
11161,,共殘黨
11162,,工殘黨
11163,,供殘黨
11164,,公殘黨
11165,,gong殘黨
11166,,功殘黨
11167,,哄殘黨
11168,,拱殘檔
11169,,共殘檔
11170,,工殘檔
11171,,供殘檔
11172,,公殘檔
11173,,gong殘檔
11174,,功殘檔
11175,,哄殘檔
11176,,拱殘當
11177,,共殘當
11178,,工殘當
11179,,供殘當
11180,,公殘當
11181,,gong殘當
11182,,功殘當
11183,,哄殘當
11184,,拱殘dang
11185,,共殘dang
11186,,工殘dang
11187,,供殘dang
11188,,公殘dang
11189,,gong殘dang
11190,,功殘dang
11191,,哄殘dang
11192,,拱殘擋
11193,,共殘擋
11194,,工殘擋
11195,,供殘擋
11196,,公殘擋
11197,,gong殘擋
11198,,功殘擋
11199,,哄殘擋
11200,,共讒讜
11201,,珙産當
11202,,人民需要反抗
11203,,痛恨這時代
11204,,痛恨著時代
11205,,胡石根
11206,,自由民主黨
11207,,邪的教育
11208,,反共聯盟
11209,,反共聯盟
11210,,中央無能
11211,,正義黨
11212,,無國界記者
11213,,中國聯邦主義
11214,,公產王朝
11215,,公產小丑
11216,,公產專制
11217,,脫離中共
11218,,貢讜
11219,,黨蠱惑
11220,,反對中國共產黨
11221,,啟靖
11222,,社會民主黨
11223,,興華黨
11224,,腐敗的讜
11225,,腐敗的黨
11226,,批評讜
11227,,党黑
11228,,政治壟斷
11229,,推翻中共
11230,,党太黑
11231,,黨滅亡
11232,,黨匪
11233,,党土匪
11234,,鐘共
11235,,鐘央
11236,,倒共救國
11237,,推翻共產黨
11238,,中共垃圾
11239,,垃圾中共
11240,,中共欺騙
11241,,共產黨亡
11242,,珙鏟讜
11243,,栱鏟讜
11244,,拱鏟鐺
11245,,産讜
11246,,剿共復國
11247,,剿共複國
11248,,殺朱拔毛
11249,,殺朱拔毛
11250,,脫離共讜
11251,,脫離共黨
11252,,顛覆共黨
11253,,中國人民黨
11254,,拱讜
11255,,貢儻
11256,,供儻
11257,,退儻
11258,,邪儻
11259,,拱儻
11260,,中共專制
11261,,國家改革建議書
11262,,共產黨wang
11263,,胡耀邦傳
11264,,中共的殘酷鎮壓
11265,,人權民運
11266,,軍人騷亂
11267,,中華黨
11268,,潤濤閻
11269,,維權網義工
11270,,9ping
11271,,gong產組織
11272,,民族社會黨
11273,,民族主義復興黨
11274,,新共黨
11275,,獨立知識份子
11276,,民主中國陣線
11277,,中國民主正義黨
11278,,民聯陣
11279,,中國戰略研究所
11280,,中國工黨
11281,,過渡政府
11282,,滅共檄文
11283,,gdzf.org
11284,,guojiadang.org
11285,,futurechinaforum.org中華復興黨
11286,,中華聯邦黨
11287,,youmaker.com
11288,,g匪
11289,,gcd是畜牲
11290,,強盜zf
11291,,和諧大旗
11292,,審江大聯盟
11293,,共饞黨
11294,,共啐黨
11295,,共踹黨
11296,,審氵工案
11297,,六０五決議
11298,,國家領導人的子女
11299,,溫家寶之子
11300,,毛遠新
11301,,毛澤民之子
11302,,習仲勳之子
11303,,李鵬之子李小鵬
11304,,吳百益
11305,,中國領導人的子女
11306,,中央領導人之子
11307,,拍馬是一種高級藝術
11308,,二奶腐敗
11309,,情婦腐敗
11310,,官場缺德
11311,,毛澤東罪惡展示
11312,,黃海謀刺
11313,,刺胡事件
11314,,江家幫
11315,,毛始皇
11316,,紅朝鄧二世
11317,,紅朝皇帝
11318,,江系人馬
11319,,江系幹將
11320,,江系親信
11321,,江系勢力
11322,,9.13事件的真凶
11323,,9.13事件真凶
11324,,胡曾結盟
11325,,話說江核心
11326,,江胡大戰
11327,,江氏迫害
11328,,毛太祖
11329,,毛二世
11330,,擺平胡錦濤
11331,,暴君毛澤東
11332,,毛的淫威
11333,,毛魂附體
11334,,毛式共慘
11335,,毛式共產主義
11336,,毛是個怪胎
11337,,毛是中國的孤本
11338,,毛外交的偏激
11339,,毛一生血跡斑斑
11340,,殘暴毛
11341,,毛主席
11342,,毛澤東本人的罪惡
11343,,毛澤東本人整人一流
11344,,毛澤東不會放過乘亂奪權
11345,,毛澤東出賣中國
11346,,毛澤東處男詩
11347,,毛澤東當年陽謀
11348,,毛澤東黨天下
11349,,毛澤東得意
11350,,毛澤東的骯髒歷史
11351,,毛澤東的卑鄙行為
11352,,毛澤東的地盤
11353,,毛澤東的狗屁思想
11354,,毛澤東的情人
11355,,毛澤東的權力機器
11356,,毛澤東的無誠信
11357,,毛澤東的無厘頭詩
11358,,毛澤東的陰險
11359,,毛澤東的愚弄
11360,,毛澤東的整人術
11361,,毛澤東的中共
11362,,毛澤東關心唯一事情是奪權
11363,,毛澤東號稱混世魔王
11364,,毛澤東黑洞
11365,,毛澤東慌不擇路
11366,,毛澤東皇帝
11367,,毛澤東近三十年暴政
11368,,毛澤東留下的最大最壞的遺產
11369,,毛澤東龍顏大悅
11370,,毛澤東如此嗜殺
11371,,毛澤東是暴君
11372,,毛澤東是大流氓
11373,,毛澤東思想的陰魂
11374,,毛澤東統治
11375,,毛澤東玩弄權術
