viewID,Remarks,viewName,path,isShowTopBar,isShowSliderMenu,isShowChatView,levelPriority,luaPath,isEnable
81,,RoleList,Assets/UIPrefab/MainCity/RoleInfo/Role/List/UI_RoleList.prefab,1,2,2,,,
82,,UIEquipAttach,Assets/UIPrefab/MainCity/RoleInfo/Role/Equip/UI_Strengthen.prefab,1,2,2,,,
83,,UIEquipAttachChooseRole,Assets/UIPrefab/MainCity/RoleInfo/Role/Equip/UI_ChoseHero.prefab,,2,2,,,
84,,UIUpdate,Assets/UIPrefab/ResUpdate/UI_ResUpdate.prefab,2,2,2,,,
85,,UIInlay,Assets/UIPrefab/MainCity/RoleInfo/Role/inlay/UI_Inlay.prefab,1,2,2,,,
86,,UIInlayDes,Assets/UIPrefab/MainCity/RoleInfo/Role/inlay/UI_InlayDes.prefab,,2,2,,,
87,,UIItemGain,Assets/UIPrefab/MainCity/ItemBag/UI_ItemGain.prefab,,2,2,,,
88,,UIUpgareStar,Assets/UIPrefab/MainCity/RoleInfo/Role/Evolution/UI_UpgradeStar.prefab,,2,2,9,,
89,,CreateRole,Assets/UIPrefab/Login/UI_CreateRole.prefab,2,2,2,,,
90,,Task,Assets/UIPrefab/MainCity/Task/UI_Task.prefab,1,2,2,,,
91,,Vip,Assets/UIPrefab/MainCity/Vip/UI_VIP.prefab,1,2,2,,,
92,,VipUpgrade,Assets/UIPrefab/MainCity/Vip/UI_VipUpgrade.prefab,,2,2,,,
93,,UITowerView,Assets/UIPrefab/MainCity/Tower/UI_TowerPanel.prefab,1,2,2,,,
94,,UITowerFightPanel,Assets/UIPrefab/MainCity/Tower/UI_TowerFightPanel.prefab,,2,2,,,
95,,UITowerGiftPanel,Assets/UIPrefab/MainCity/Tower/UI_TowerGift.prefab,,2,2,,,
96,,UIIntroducePanel,Assets/UIPrefab/MainCity/Tower/UI_TowerIntroduce.prefab,,2,2,,,
97,,UITowerUnknowGift,Assets/UIPrefab/MainCity/Tower/UI_UnknowGift.prefab,,2,2,,,
98,,UIGuideForce,Assets/UIPrefab/MainCity/Guide/UI_ForceGuide.prefab,,2,2,,,
99,,UIGuideMM,Assets/UIPrefab/MainCity/Guide/Part_MM.prefab,,2,2,,,
100,,UIGuideBubble,Assets/UIPrefab/MainCity/Guide/Part_Bubble.prefab,,2,2,,,
101,,UISecretFightPanel,Assets/UIPrefab/MainCity/SecretArea/UI_heroFightView.prefab,2,2,2,,,
102,,FindMotionPanel,Assets/UIPrefab/MainCity/SecretArea/UI_introduceView.prefab,2,2,2,,,
103,,UIResourceTypePanel,Assets/UIPrefab/MainCity/SecretArea/UI_secretTypeView.prefab,2,2,2,,,
104,,UISecretDefRecordPanel,Assets/UIPrefab/MainCity/SecretArea/UI_defendView.prefab,2,2,2,,,
105,,UISecretDefGiftPanel,Assets/UIPrefab/MainCity/SecretArea/UI_giftPanel.prefab,2,2,2,,,
106,,UISecretGuildPanel,Assets/UIPrefab/MainCity/SecretArea/UI_inviteView.prefab,2,2,2,,,
107,,UISecretGuildChatPanel,Assets/UIPrefab/MainCity/SecretArea/UI_secretChatView.prefab,2,2,2,,,
108,,UISecretIntroducePanel,Assets/UIPrefab/MainCity/SecretArea/UI_introduceView.prefab,2,2,2,,,
109,,UISecretPanel,Assets/UIPrefab/MainCity/SecretArea/UI_secretView.prefab,2,2,2,,,
110,,UIItemCompose,Assets/UIPrefab/MainCity/ItemBag/UI_Compose.prefab,,2,2,,,
111,,UIMainTopBar,Assets/UIPrefab/MainCity/Main/PART_ToolsBar.prefab,,2,2,,,
112,,UIItemBag,Assets/UIPrefab/MainCity/ItemBag/UI_ItemBagList.prefab,1,2,2,,,
113,,UIGamble,Assets/UIPrefab/MainCity/Gamble/UI_Gamble.prefab,1,2,2,,,
114,,UIGamblePreview,Assets/UIPrefab/MainCity/Gamble/UI_MiddleExp.prefab,,2,,,,
115,,UIItemInfo,Assets/UIPrefab/MainCity/ItemBag/UI_ItemBagInfo.prefab,,2,2,,,
116,,UISellItem,Assets/UIPrefab/MainCity/ItemBag/UI_SellItem.prefab,,2,2,,,
117,,UIChat,Assets/UIPrefab/MainCity/Chat/UI_Chat.prefab,,2,,,,
118,,UIChatRoleInfo,Assets/UIPrefab/MainCity/Chat/PART_ChatRoleInfo.prefab,,2,2,,,
119,,UIOpenLevelUnlock,Assets/UIPrefab/MainCity/LevelOpen/UI_OpenLevelUnlock.prefab,,2,2,,,
120,,UIMainPmd,Assets/UIPrefab/MainCity/Main/PART_Pmd.prefab,,2,2,,,
121,,UISign,Assets/UIPrefab/MainCity/Sign/UI_Sign.prefab,,2,2,,,
122,,UISignGainItem,Assets/UIPrefab/MainCity/Sign/PART_ItemBG.prefab,,2,2,,,
123,,UISignTips_Instruction,Assets/UIPrefab/MainCity/Sign/PART_Instruction.prefab,,2,2,,,
124,,UISignTips_Item,Assets/UIPrefab/MainCity/Sign/PART_SignTipsItem.prefab,,2,2,,,
125,,UISignTips_Currency,Assets/UIPrefab/MainCity/Sign/PART_SignDiamondTips.prefab,,2,2,,,
126,,UISignTips_Hero,Assets/UIPrefab/MainCity/Sign/PART_SignTipsBG.prefab,,2,2,,,
127,,GoldPoint,Assets/UIPrefab/MainCity/Basis/UI_GoldHand.prefab,,2,2,,,
128,,ContinuousGoldPoint,Assets/UIPrefab/MainCity/Basis/UI_ContinuousGoldHand.prefab,,2,2,,,
129,,UIPlotPopupSay,Assets/UIPrefab/MainCity/Plot/UI_PopupSay.prefab,,2,2,1,,
130,,UIPlotSkip,Assets/UIPrefab/MainCity/Plot/PART_SkipBtn.prefab,,2,2,,,
131,,UI_loading,Assets/UIPrefab/MainCity/Basis/UI_loading.prefab,2,2,2,,,
132,,UIArenaRecord,Assets/UIPrefab/MainCity/Arena/UI_ArenaRecord.prefab,,2,2,,,
133,,UISecretDefendPanel,Assets/UIPrefab/MainCity/SecretArea/UI_defendView.prefab,2,2,2,,,
134,,UIGetReward,Assets/UIPrefab/MainCity/Common/UI_Reward.prefab,2,2,2,,,
135,,FloatTips,Assets/UIPrefab/MainCity/UI_Piaozi.prefab,,2,2,,,
136,,MsgTips,Assets/UIPrefab/MainCity/PART_ShowText.prefab,,2,2,,,
137,,UIWaiting,Assets/UIPrefab/MainCity/UI_Waiting.prefab,,2,2,,,
138,,NewUIWaiting,Assets/UIPrefab/MainCity/UI_Waiting.prefab,,2,2,,,
139,,UIChooseHeadBoxWin,Assets/UIPrefab/MainCity/ClientSetting/UI_ChooseHeadBox.prefab,,2,2,,,
140,,UIChooseHeadWin,Assets/UIPrefab/MainCity/ClientSetting/UI_ChooseHead.prefab,,2,2,,,
141,,UIClientSettingWin,Assets/UIPrefab/MainCity/ClientSetting/UI_ClientSetting.prefab,,2,2,,,
142,,UIExchangeCodeWin,Assets/UIPrefab/MainCity/ClientSetting/UI_ExchangCode.prefab,,2,2,,,
143,,UIRenameWin,Assets/UIPrefab/MainCity/ClientSetting/UI_Rename.prefab,,2,2,,,
144,,UISystemSettingWin,Assets/UIPrefab/MainCity/ClientSetting/UI_SystemSetting.prefab,,2,2,,,
145,,UIMsgBox,Assets/UIPrefab/MainCity/Basis/UI_MsgBox.prefab,,2,2,,,
146,,UIArenaEnemyInfo,Assets/UIPrefab/MainCity/Arena/UI_ArenaEnemyInfo.prefab,,2,2,,,
147,,UIPeakArenaRecord,Assets/UIPrefab/MainCity/PeakArena/UI_PeakArenaRecord.prefab,,2,2,,,
148,,UIArenaRules,Assets/UIPrefab/MainCity/Arena/UI_ArenaRule.prefab,,2,2,,,
149,,UIItemTips,Assets/UIPrefab/MainCity/Gamble/PART_SmallTips.prefab,,2,2,,,
150,,UIGambleMask,Assets/UIPrefab/MainCity/Main/PART_Background.prefab,,2,2,,,
151,,UIGambleReward,Assets/UIPrefab/MainCity/Gamble/UI_GambleReward.prefab,,2,2,,,
152,,UIRewardInfo,Assets/UIPrefab/MainCity/Common/UI_RewardInfo.prefab,,2,2,15,,
153,,ArenaRankTipView,Assets/UIPrefab/MainCity/Arena/UI_RankTips.prefab,,2,2,,,
154,,ArenaScoreView,Assets/UIPrefab/MainCity/Arena/UI_ArenaScore.prefab,,2,2,,,
155,,UINotice,Assets/UIPrefab/MainCity/business/UI_Notice.prefab,,2,2,,,
156,,UIDailyGif,Assets/UIPrefab/MainCity/business/UI_DailyGif.prefab,,2,2,,,
157,,MapAnimationView,Assets/UIPrefab/MainCity/Copy/UI_MapAnimationView.prefab,,2,2,,,
158,,BattleTowerMainIntoView,Assets/UIPrefab/MainCity/BattleTower/UI_BT_Main_Into.prefab,2,2,2,,,
159,,BattleTowerStrategyView,Assets/UIPrefab/MainCity/BattleTower/UI_BT_Strategy.prefab,2,2,2,,,
160,,BattleTowerChestView,Assets/UIPrefab/MainCity/BattleTower/UI_BT_CHEST.prefab,,2,2,,,
161,,BattleTowerChestDescView,Assets/UIPrefab/MainCity/BattleTower/UI_BT_CHESTDesc.prefab,,2,2,,,
162,,BattleTowerFriendView,Assets/UIPrefab/MainCity/BattleTower/UI_BT_Friend.prefab,,2,2,,,
163,,BattleTowerTipView,Assets/UIPrefab/MainCity/BattleTower/UI_BT_Tip.prefab,,2,2,,,
164,,FixLayerView,Assets/UIPrefab/MainCity/FixLayer/UI_FixLayer.prefab,,2,,,,
165,,FrshAct,Assets/UIPrefab/MainCity/FrshAct/UI_FrshAct.prefab,2,2,2,,,
166,,AssistantView,Assets/UIPrefab/MainCity/Assistance/UI_Assistant.prefab,,2,2,,,
167,,UISelectServer,Assets/UIPrefab/Login/UI_SelectServerPanel.prefab,,2,2,,,
168,,FrshActFinalReward,Assets/UIPrefab/MainCity/FrshAct/UI_FinalReward.prefab,,2,2,,,
169,,UIDynamicText,Assets/UIPrefab/MainCity/Animation/DynamicText.prefab,2,2,2,,,
170,,UIPlayEffectView,Assets/UIPrefab/MainCity/Plot/PlayEffectBack.prefab,2,2,2,,,
171,,HeroPreview,Assets/UIPrefab/MainCity/RoleInfo/Hero/UI_HeroPreview.prefab,,2,2,,,
172,,GroupMainView,Assets/UIPrefab/MainCity/GuildSystem/GroupMainView.prefab,1,2,2,,,
173,,GuildCreation,Assets/UIPrefab/MainCity/GuildSystem/UI_GuildCreation.prefab,1,2,2,,,
174,,GuildIconSelect,Assets/UIPrefab/MainCity/GuildSystem/UI_IconSelect.prefab,,2,2,,,
175,,GuildDonateView,Assets/UIPrefab/MainCity/GuildSystem/UI_GuildDonate.prefab,,2,2,,,
176,,GuildSettingView,Assets/UIPrefab/MainCity/GuildSystem/UI_GuildSetting.prefab,,2,2,,,
177,,GuildModifyName,Assets/UIPrefab/MainCity/GuildSystem/UI_NameModify.prefab,,2,2,,,
178,,GuildModifyIcon,Assets/UIPrefab/MainCity/GuildSystem/UI_IconSelect.prefab,,2,2,,,
179,,GuildLog,Assets/UIPrefab/MainCity/GuildSystem/UI_GuildLog.prefab,,2,2,,,
180,,GroupCoutView,Assets/UIPrefab/MainCity/GuildSystem/UI_GroupCounting.prefab,,2,2,,,
181,,GroupRankView,Assets/UIPrefab/MainCity/GuildSystem/UI_RankView.prefab,,2,2,,,
182,,FastUpgrade,Assets/UIPrefab/MainCity/RoleInfo/Role/Base/UI_FastUpgrade.prefab,,2,2,,,
183,,BuyGoods,Assets/UIPrefab/MainCity/RoleInfo/Role/Base/UI_BuyGood.prefab,,2,2,,,
184,,GroupSkillView,Assets/UIPrefab/MainCity/GuildSystem/UI_GroupSkill.prefab,,2,,,,
185,,New_UI_MagicWeapon,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/NEW_UI_MagicWeapon.prefab,1,2,2,,,
186,,UI_MagicStrengthenView,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/UI_MagicStrengthenView.prefab,,2,2,,,
187,,UI_MagicWeaponAutoSTView,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/UI_MagicWeaponAutoSTView.prefab,,2,2,,,
188,,UI_MagicAdancedSuccess,Assets/UIPrefab/MainCity/RoleInfo/Player/Magic/UI_MagicAdancedSuccess.prefab,,2,2,6,,
189,,GroupCopyMainView,Assets/UIPrefab/MainCity/groupcopy/UI_GroupCopyMainView.prefab,1,2,2,,,
190,,GroupCopyRewardDistLogView,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyRewardDistLogView.prefab,1,2,2,,,
191,,GroupCopyMapView,Assets/UIPrefab/MainCity/GroupCopy/UI_GroupCopyMapView.prefab,2,2,2,,,
192,,FashionRenew,Assets/UIPrefab/MainCity/RoleInfo/Player/Fashion/UI_FashionRnew.prefab,,2,,,,
193,,FashionDetial,Assets/UIPrefab/MainCity/RoleInfo/Player/Fashion/UI_FashionDetial.prefab,,2,,,,
194,,ArenaHistoryRankReward,Assets/UIPrefab/MainCity/Arena/UI_ArenaRewards.prefab,1,2,2,,,
195,,ActivityMain,Assets/UIPrefab/MainCity/Activity/UI_ActivityMainView.prefab,1,2,2,,,
196,,HeroStoryView,Assets/UIPrefab/MainCity/RoleInfo/Hero/UI_HeroStory.prefab,,2,2,,,
197,,FirstCharge,Assets/UIPrefab/MainCity/FirstCharge/UI_FirstCharge.prefab,,2,2,,,
198,,ActivityTimeCardRuleView,Assets/UIPrefab/MainCity/Activity/UI_MonthCardRule.prefab,,2,,,,
199,,VersionRewardView,Assets/UIPrefab/MainCity/NewVersionReward/NewVersionsReward.prefab,,2,,,,
200,,FightUpTipView,Assets/UIPrefab/MainCity/Main/Fight_Up.prefab,,2,,2,,
201,,HeroFettersView,Assets/UIPrefab/MainCity/RoleInfo/Role/Base/UI_Fetters.prefab,,2,2,3,,
202,,UI_UpdateDialog,Assets/UIPrefab/MainCity/Main/UI_UpdateDialog.prefab,2,2,2,,,
203,,UIBattleMask,Assets/UIPrefab/battle/UIBattleMask.prefab,2,2,2,,,
204,,UI_OnlineGift,Assets/UIPrefab/MainCity/OnlineGift/UI_OnlineGift.prefab,,2,,,,
205,,UI_GroupSecretMain,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretMain.prefab,2,2,2,,,
206,,UI_UseTreasureBox,Assets/UIPrefab/MainCity/ItemBag/UI_NoviceChest.prefab,,2,2,,,
207,,UIFixEquip,Assets/UIPrefab/MainCity/FixEquip/UI_FixEquip.prefab,1,2,2,,,
208,,UIFixConsumeListView,Assets/UIPrefab/MainCity/FixEquip/UI_FixEquipGoodsAdd.prefab,,2,2,,,
209,,UIFixGrowUpView,Assets/UIPrefab/MainCity/FixEquip/UI_GrowUp.prefab,,2,2,,,
210,,UIFixGrowUpPopupView,Assets/UIPrefab/MainCity/FixEquip/UI_FixEquipGrowUp.prefab,,2,2,,,
211,,UIFixAdvancePopupView,Assets/UIPrefab/MainCity/FixEquip/UI_FixEquipAdvanced.prefab,,2,2,7,,
212,,UIFixAwakenPopupView,Assets/UIPrefab/MainCity/FixEquip/UI_FixEquipAdvanced.prefab,,2,2,8,,
213,,UI_GroupSecretRecord,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretDefenseRecord.prefab,,2,,,,
214,,UI_GroupSecretRes,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretRes.prefab,,2,,,,
215,,UI_GroupSecretRule,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretRule.prefab,,2,,,,
216,,UI_GroupSecretTeam,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretTeam.prefab,,2,,,,
217,,FunctionUnlockTip,Assets/UIPrefab/MainCity/Store/UI_FunctionSummary.prefab,,2,,,,
218,,TaosistView,Assets/UIPrefab/MainCity/Taoism/UI_TaoismList.prefab,1,2,2,,,
219,,UI_Feedback,Assets/UIPrefab/MainCity/ClientSetting/UI_Feedback.prefab,,2,2,,,
220,,UI_GroupSecretInvite,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretInvite.prefab,,2,,,,
221,,UI_GroupSecretInviteDetails,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretInviteDetail.prefab,,2,,,,
222,,UI_Win_Fortune,Assets/UIPrefab/MainCity/Copy/UI_Win_Fortune.prefab,,2,,,,
223,,NewEmbattleView,Assets/UIPrefab/MainCity/Copy/UI_Team(NEW).prefab,2,2,2,,,
224,,PeakResult_Win,Assets/UIPrefab/MainCity/PeakArena/UI_Victory.prefab,,2,,,,
225,,PeakResult_Lose,Assets/UIPrefab/MainCity/PeakArena/UI_Fail.prefab,,2,,,,
226,,UIPeakArena,Assets/UIPrefab/MainCity/PeakArena/UI_PeakArena.prefab,1,2,2,,,
227,,UIPeakArenaEnemyInfo,Assets/UIPrefab/MainCity/PeakArena/UI_OpponentMessage.prefab,,2,2,,,
228,,UIPeakArenaEnemys,Assets/UIPrefab/MainCity/PeakArena/UI_ChoicesEnemy.prefab,,2,2,,,
229,,UI_SimpleTeamPanel,Assets/UIPrefab/MainCity/Common/UI_SimpleTeamPanel.prefab,,2,2,,,
230,,Part_GroupSecretReward,Assets/UIPrefab/MainCity/GroupSecret/Part_GroupSecretReward.prefab,,2,,,,
231,,UI_MagicFamDekaron,Assets/UIPrefab/MainCity/MagicFam/UI_MagicFamDekaron.prefab,2,2,2,,,
232,,UI_MagicRank,Assets/UIPrefab/MainCity/MagicFam/UI_MagicRank.prefab,1,2,2,,,
233,,UI_PlayerMessage,Assets/UIPrefab/MainCity/MagicFam/UI_PlayerMessage.prefab,2,2,2,,,
234,,UI_MagicSweepReward,Assets/UIPrefab/MainCity/MagicFam/UI_MagicSweepReward.prefab,1,2,2,,,
235,,UI_MagicReward,Assets/UIPrefab/MainCity/MagicFam/UI_MagicReward.prefab,1,2,2,,,
236,,UI_MagicChest,Assets/UIPrefab/MainCity/MagicFam/UI_MagicChest.prefab,1,2,2,,,
237,,UI_BuffExchange,Assets/UIPrefab/MainCity/MagicFam/UI_BuffExchange.prefab,2,2,2,,,
238,,UI_MagicPassChapter,Assets/UIPrefab/MainCity/MagicFam/UI_PassChapter.prefab,2,2,2,,,
239,,UI_MagicFamWin,Assets/UIPrefab/MainCity/MagicFam/UI_MagicWin.prefab,,2,2,,,
240,,UI_GroupSecretAcceptInvite,Assets/UIPrefab/MainCity/GroupSecret/UI_GroupSecretAcceptInvite.prefab,2,2,2,,,
241,,UI_Battle_PeakArena,Assets/UIPrefab/Battle/UI_Battle_PeakArena.prefab,,2,,,,
242,,UI_GFight_BidView,Assets/UIPrefab/MainCity/GroupFight/UI_Bid.prefab,2,2,2,,,
243,,UI_GFight_MainView,Assets/UIPrefab/MainCity/GroupFight/UI_GroupFightMain.prefab,2,2,2,,,
244,,UI_GFight_FightInfoView,Assets/UIPrefab/MainCity/GroupFight/UI_GroupFightData.prefab,2,2,2,,,
245,,UI_Gfight_LineupView,Assets/UIPrefab/MainCity/GroupFight/UI_GroupFightLineup.prefab,2,2,2,,,
