key,Remarks,Id,Name,PreEffectId,PreBindPoint,PreDuration,LoopEffectId,LoopBindPoint,EndEffectId,EndBindPoint,EndDuration
70000134,,70000134,,,,,,,,,
70000135,,70000135,,,,,,,,,
70000136,,70000136,,,,,,,,,
70000137,,70000137,,,,,,,,,
70000138,,70000138,,,,,,,,,
70000139,,70000139,,,,,,,,,
70000140,,70000140,,,,,,,,,
70000141,,70000141,,,,,,,,,
70000142,,70000142,,,,,,,,,
70000143,,70000143,,,,,,,,,
70000144,,70000144,,,,,,,,,
70000145,,70000145,,,,,,,,,
70000146,,70000146,,,,,,,,,
70000147,,70000147,,,,,,,,,
70000148,,70000148,,,,,,,,,
70000149,,70000149,,,,,,,,,
70000150,,70000150,,,,,,,,,
70000151,,70000151,,,,,,,,,
70000152,,70000152,,,,,,,,,
70000153,,70000153,,,,,,,,,
70000154,,70000154,,,,,,,,,
70000155,,70000155,,,,,,,,,
70000156,,70000156,,,,,,,,,
70000157,,70000157,,,,,,,,,
70000158,,70000158,,,,,,,,,
70000159,,70000159,,,,,,,,,
70000160,,70000160,,,,,,,,,
70000161,,70000161,,,,,,,,,
70000162,,70000162,,,,,,,,,
70000163,,70000163,,,,,,,,,
70000164,,70000164,,,,,,,,,
70000165,,70000165,,,,,,,,,
70000166,,70000166,,,,,,,,,
70000167,,70000167,,,,,,,,,
70000168,,70000168,,,,,,,,,
603001011,,603001011,,,,,,,,,
603002011,,603002011,,,,,,,,,
603011011,,603011011,,,,,,,,,
603011021,,603011021,,,,,,,,,
603012011,,603012011,,,,,,,,,
603012021,,603012021,,,,,,,,,
603021011,,603021011,,,,,,,,,
603021021,,603021021,,,,,,,,,
603022011,,603022011,,,,,,,,,
603022021,,603022021,,,,,,,,,
603023011,,603023011,,,,,,,,,
603023021,,603023021,,,,,,,,,
603031011,,603031011,,,,,,,,,
603031021,,603031021,,,,,,,,,
603031031,,603031031,,,,,,,,,
603101011,,603101011,,,,,,,,,
603102011,,603102011,,,,,,,,,
603111011,,603111011,,,,,,,,,
603111021,,603111021,,,,,,,,,
603112011,,603112011,,,,,,,,,
603112021,,603112021,,,,,,,,,
603121011,,603121011,,,,,,,,,
603121021,,603121021,,,,,,,,,
603122011,,603122011,,,,,,,,,
603122021,,603122021,,,,,,,,,
603123011,,603123011,,,,,,,,,
603123021,,603123021,,,,,,,,,
603131011,,603131011,,,,,,,,,
603131021,,603131021,,,,,,,,,
603131031,,603131031,,,,,,,,,
603201011,,603201011,,,,,,,,,
603202011,,603202011,,,,,,,,,
603211011,,603211011,,,,,,,,,
603211021,,603211021,,,,,,,,,
603212011,,603212011,,,,,,,,,
603212021,,603212021,,,,,,,,,
603221011,,603221011,,,,,,,,,
603221021,,603221021,,,,,,,,,
603222011,,603222011,,,,,,,,,
603222021,,603222021,,,,,,,,,
603223011,,603223011,,,,,,,,,
603223021,,603223021,,,,,,,,,
603231011,,603231011,,,,,,,,,
603231021,,603231021,,,,,,,,,
603231031,,603231031,,,,,,,,,
603301011,,603301011,,,,,,,,,
603302011,,603302011,,,,,,,,,
603311011,,603311011,,,,,,,,,
603311021,,603311021,,,,,,,,,
603312011,,603312011,,,,,,,,,
603312021,,603312021,,,,,,,,,
603321011,,603321011,,,,,,,,,
603321021,,603321021,,,,,,,,,
603322011,,603322011,,,,,,,,,
603322021,,603322021,,,,,,,,,
603323011,,603323011,,,,,,,,,
603323021,,603323021,,,,,,,,,
603331011,,603331011,,,,,,,,,
603331021,,603331021,,,,,,,,,
603331031,,603331031,,,,,,,,,
603401011,,603401011,,,,,,,,,
603402011,,603402011,,,,,,,,,
603411011,,603411011,,,,,,,,,
603411021,,603411021,,,,,,,,,
603412011,,603412011,,,,,,,,,
603412021,,603412021,,,,,,,,,
603421011,,603421011,,,,,,,,,
603421021,,603421021,,,,,,,,,
603422011,,603422011,,,,,,,,,
603422021,,603422021,,,,,,,,,
603423011,,603423011,,,,,,,,,
603423021,,603423021,,,,,,,,,
603431011,,603431011,,,,,,,,,
603431021,,603431021,,,,,,,,,
603431031,,603431031,,,,,,,,,
603501011,,603501011,,,,,,,,,
603502011,,603502011,,,,,,,,,
603511011,,603511011,,,,,,,,,
603511021,,603511021,,,,,,,,,
603512011,,603512011,,,,,,,,,
603512021,,603512021,,,,,,,,,
603521011,,603521011,,,,,,,,,
603521021,,603521021,,,,,,,,,
603522011,,603522011,,,,,,,,,
603522021,,603522021,,,,,,,,,
603523011,,603523011,,,,,,,,,
603523021,,603523021,,,,,,,,,
603531011,,603531011,,,,,,,,,
603531021,,603531021,,,,,,,,,
603531031,,603531031,,,,,,,,,
603601011,,603601011,,,,,,,,,
603701011,,603701011,,,,,,,,,
603701021,,603701021,,,,,,,,,
603801011,,603801011,,,,,,,,,
603801021,,603801021,,,,,,,,,
301016031,,301016031,,,,,,,,,
301016032,,301016032,,,,,,,,,
301016033,,301016033,,,,,,,,,
301016034,,301016034,,,,,,,,,
301016035,,301016035,,,,,,,,,
301016036,,301016036,,,,,,,,,
301016037,,301016037,,,,,,,,,
301016038,,301016038,,,,,,,,,
301016039,,301016039,,,,,,,,,
301016040,,301016040,,,,,,,,,
301016041,,301016041,,,,,,,,,
301016042,,301016042,,,,,,,,,
301016043,,301016043,,,,,,,,,
301016044,,301016044,,,,,,,,,
301016045,,301016045,,,,,,,,,
301016046,,301016046,,,,,,,,,
301016047,,301016047,,,,,,,,,
301016048,,301016048,,,,,,,,,
301016049,,301016049,,,,,,,,,
301016050,,301016050,,,,,,,,,
301016051,,301016051,,,,,,,,,
301016052,,301016052,,,,,,,,,
301016053,,301016053,,,,,,,,,
301016054,,301016054,,,,,,,,,
301016055,,301016055,,,,,,,,,
301016056,,301016056,,,,,,,,,
301016057,,301016057,,,,,,,,,
301016058,,301016058,,,,,,,,,
301016059,,301016059,,,,,,,,,
301016060,,301016060,,,,,,,,,
301016061,,301016061,,,,,,,,,
301016062,,301016062,,,,,,,,,
301016063,,301016063,,,,,,,,,
301016064,,301016064,,,,,,,,,
301016065,,301016065,,,,,,,,,
301016066,,301016066,,,,,,,,,
301016067,,301016067,,,,,,,,,
301016068,,301016068,,,,,,,,,
301016069,,301016069,,,,,,,,,
301016070,,301016070,,,,,,,,,
301016071,,301016071,,,,,,,,,
301016072,,301016072,,,,,,,,,
301016073,,301016073,,,,,,,,,
301016074,,301016074,,,,,,,,,
301016075,,301016075,,,,,,,,,
301016076,,301016076,,,,,,,,,
301016077,,301016077,,,,,,,,,
301016078,,301016078,,,,,,,,,
301016079,,301016079,,,,,,,,,
301016080,,301016080,,,,,,,,,
301016081,,301016081,,,,,,,,,
301016082,,301016082,,,,,,,,,
301016083,,301016083,,,,,,,,,
301016084,,301016084,,,,,,,,,
301016085,,301016085,,,,,,,,,
301016086,,301016086,,,,,,,,,
301016087,,301016087,,,,,,,,,
301016088,,301016088,,,,,,,,,
301016089,,301016089,,,,,,,,,
301016090,,301016090,,,,,,,,,
301009031,,301009031,,,,,,,,,
301009032,,301009032,,,,,,,,,
301009033,,301009033,,,,,,,,,
301009034,,301009034,,,,,,,,,
301009035,,301009035,,,,,,,,,
301009036,,301009036,,,,,,,,,
301009037,,301009037,,,,,,,,,
301009038,,301009038,,,,,,,,,
301009039,,301009039,,,,,,,,,
301009040,,301009040,,,,,,,,,
301009041,,301009041,,,,,,,,,
301009042,,301009042,,,,,,,,,
301009043,,301009043,,,,,,,,,
301009044,,301009044,,,,,,,,,
301009045,,301009045,,,,,,,,,
301009046,,301009046,,,,,,,,,
301009047,,301009047,,,,,,,,,
301009048,,301009048,,,,,,,,,
301009049,,301009049,,,,,,,,,
301009050,,301009050,,,,,,,,,
301009051,,301009051,,,,,,,,,
301009052,,301009052,,,,,,,,,
301009053,,301009053,,,,,,,,,
301009054,,301009054,,,,,,,,,
301009055,,301009055,,,,,,,,,
301009056,,301009056,,,,,,,,,
301009057,,301009057,,,,,,,,,
301009058,,301009058,,,,,,,,,
301009059,,301009059,,,,,,,,,
301009060,,301009060,,,,,,,,,
301009061,,301009061,,,,,,,,,
301009062,,301009062,,,,,,,,,
301009063,,301009063,,,,,,,,,
301009064,,301009064,,,,,,,,,
301009065,,301009065,,,,,,,,,
301009066,,301009066,,,,,,,,,
301009067,,301009067,,,,,,,,,
301009068,,301009068,,,,,,,,,
301009069,,301009069,,,,,,,,,
301009070,,301009070,,,,,,,,,
301009071,,301009071,,,,,,,,,
301009072,,301009072,,,,,,,,,
301009073,,301009073,,,,,,,,,
301009074,,301009074,,,,,,,,,
301009075,,301009075,,,,,,,,,
301009076,,301009076,,,,,,,,,
301009077,,301009077,,,,,,,,,
301009078,,301009078,,,,,,,,,
301009079,,301009079,,,,,,,,,
301009080,,301009080,,,,,,,,,
301009081,,301009081,,,,,,,,,
301009082,,301009082,,,,,,,,,
301009083,,301009083,,,,,,,,,
301009084,,301009084,,,,,,,,,
301009085,,301009085,,,,,,,,,
301009086,,301009086,,,,,,,,,
301009087,,301009087,,,,,,,,,
301009088,,301009088,,,,,,,,,
301009089,,301009089,,,,,,,,,
301009090,,301009090,,,,,,,,,
301007031,,301007031,,,,,,,,,
301007032,,301007032,,,,,,,,,
301007033,,301007033,,,,,,,,,
301007034,,301007034,,,,,,,,,
301007035,,301007035,,,,,,,,,
301007036,,301007036,,,,,,,,,
301007037,,301007037,,,,,,,,,
301007038,,301007038,,,,,,,,,
301007039,,301007039,,,,,,,,,
301007040,,301007040,,,,,,,,,
301007041,,301007041,,,,,,,,,
301007042,,301007042,,,,,,,,,
301007043,,301007043,,,,,,,,,
301007044,,301007044,,,,,,,,,
301007045,,301007045,,,,,,,,,
301007046,,301007046,,,,,,,,,
301007047,,301007047,,,,,,,,,
301007048,,301007048,,,,,,,,,
301007049,,301007049,,,,,,,,,
301007050,,301007050,,,,,,,,,
301007051,,301007051,,,,,,,,,
301007052,,301007052,,,,,,,,,
301007053,,301007053,,,,,,,,,
301007054,,301007054,,,,,,,,,
301007055,,301007055,,,,,,,,,
301007056,,301007056,,,,,,,,,
301007057,,301007057,,,,,,,,,
301007058,,301007058,,,,,,,,,
301007059,,301007059,,,,,,,,,
301007060,,301007060,,,,,,,,,
301007061,,301007061,,,,,,,,,
301007062,,301007062,,,,,,,,,
301007063,,301007063,,,,,,,,,
301007064,,301007064,,,,,,,,,
301007065,,301007065,,,,,,,,,
301007066,,301007066,,,,,,,,,
301007067,,301007067,,,,,,,,,
301007068,,301007068,,,,,,,,,
301007069,,301007069,,,,,,,,,
301007070,,301007070,,,,,,,,,
301007071,,301007071,,,,,,,,,
301007072,,301007072,,,,,,,,,
301007073,,301007073,,,,,,,,,
301007074,,301007074,,,,,,,,,
301007075,,301007075,,,,,,,,,
301007076,,301007076,,,,,,,,,
301007077,,301007077,,,,,,,,,
301007078,,301007078,,,,,,,,,
301007079,,301007079,,,,,,,,,
301007080,,301007080,,,,,,,,,
301007081,,301007081,,,,,,,,,
301007082,,301007082,,,,,,,,,
301007083,,301007083,,,,,,,,,
301007084,,301007084,,,,,,,,,
301007085,,301007085,,,,,,,,,
301007086,,301007086,,,,,,,,,
301007087,,301007087,,,,,,,,,
301007088,,301007088,,,,,,,,,
301007089,,301007089,,,,,,,,,
301007090,,301007090,,,,,,,,,
201013011,,201013011,能量,,,,,,,,
201013021,,201013021,能量,,,,,,,,
201013031,,201013031,,,,,,,,,
201013034,,201013034,,,,,,,,,
