key,Remarks,times,needPurse,coin,critPercent1,critPercent2,critPercent3,critPercent4,critPercent5,critPercent6,critPercent7,critPercent8,critPercent9,critPercent10
43,,43,100,28400,7000,2000,500,250,125,60,30,20,10,5
44,,44,100,28600,7000,2000,500,250,125,60,30,20,10,5
45,,45,100,28800,7000,2000,500,250,125,60,30,20,10,5
46,,46,100,29000,7000,2000,500,250,125,60,30,20,10,5
47,,47,100,29200,7000,2000,500,250,125,60,30,20,10,5
48,,48,100,29400,7000,2000,500,250,125,60,30,20,10,5
49,,49,100,29600,7000,2000,500,250,125,60,30,20,10,5
50,,50,100,29800,7000,2000,500,250,125,60,30,20,10,5
51,,51,200,30000,7000,2000,500,250,125,60,30,20,10,5
52,,52,200,30200,7000,2000,500,250,125,60,30,20,10,5
53,,53,200,30400,7000,2000,500,250,125,60,30,20,10,5
54,,54,200,30600,7000,2000,500,250,125,60,30,20,10,5
55,,55,200,30800,7000,2000,500,250,125,60,30,20,10,5
56,,56,200,31000,7000,2000,500,250,125,60,30,20,10,5
57,,57,200,31200,7000,2000,500,250,125,60,30,20,10,5
58,,58,200,31400,7000,2000,500,250,125,60,30,20,10,5
59,,59,200,31600,7000,2000,500,250,125,60,30,20,10,5
60,,60,200,31800,7000,2000,500,250,125,60,30,20,10,5
61,,61,200,32000,7000,2000,500,250,125,60,30,20,10,5
62,,62,200,32200,7000,2000,500,250,125,60,30,20,10,5
63,,63,200,32400,7000,2000,500,250,125,60,30,20,10,5
64,,64,200,32600,7000,2000,500,250,125,60,30,20,10,5
65,,65,200,32800,7000,2000,500,250,125,60,30,20,10,5
66,,66,200,33000,7000,2000,500,250,125,60,30,20,10,5
67,,67,200,33200,7000,2000,500,250,125,60,30,20,10,5
68,,68,200,33400,7000,2000,500,250,125,60,30,20,10,5
69,,69,200,33600,7000,2000,500,250,125,60,30,20,10,5
70,,70,200,33800,7000,2000,500,250,125,60,30,20,10,5
71,,71,200,34000,7000,2000,500,250,125,60,30,20,10,5
72,,72,200,34200,7000,2000,500,250,125,60,30,20,10,5
73,,73,200,34400,7000,2000,500,250,125,60,30,20,10,5
74,,74,200,34600,7000,2000,500,250,125,60,30,20,10,5
75,,75,200,34800,7000,2000,500,250,125,60,30,20,10,5
76,,76,200,35000,7000,2000,500,250,125,60,30,20,10,5
77,,77,200,35200,7000,2000,500,250,125,60,30,20,10,5
78,,78,200,35400,7000,2000,500,250,125,60,30,20,10,5
79,,79,200,35600,7000,2000,500,250,125,60,30,20,10,5
80,,80,200,35800,7000,2000,500,250,125,60,30,20,10,5
81,,81,200,36000,7000,2000,500,250,125,60,30,20,10,5
82,,82,200,36200,7000,2000,500,250,125,60,30,20,10,5
83,,83,200,36400,7000,2000,500,250,125,60,30,20,10,5
84,,84,200,36600,7000,2000,500,250,125,60,30,20,10,5
85,,85,200,36800,7000,2000,500,250,125,60,30,20,10,5
86,,86,200,37000,7000,2000,500,250,125,60,30,20,10,5
87,,87,200,37200,7000,2000,500,250,125,60,30,20,10,5
88,,88,200,37400,7000,2000,500,250,125,60,30,20,10,5
89,,89,200,37600,7000,2000,500,250,125,60,30,20,10,5
90,,90,200,37800,7000,2000,500,250,125,60,30,20,10,5
91,,91,200,38000,7000,2000,500,250,125,60,30,20,10,5
92,,92,200,38200,7000,2000,500,250,125,60,30,20,10,5
93,,93,200,38400,7000,2000,500,250,125,60,30,20,10,5
94,,94,200,38600,7000,2000,500,250,125,60,30,20,10,5
95,,95,200,38800,7000,2000,500,250,125,60,30,20,10,5
96,,96,200,39000,7000,2000,500,250,125,60,30,20,10,5
97,,97,200,39200,7000,2000,500,250,125,60,30,20,10,5
98,,98,200,39400,7000,2000,500,250,125,60,30,20,10,5
99,,99,200,39600,7000,2000,500,250,125,60,30,20,10,5
100,,100,200,39800,7000,2000,500,250,125,60,30,20,10,5
101,,101,300,40000,7000,2000,500,250,125,60,30,20,10,5
102,,102,300,40200,7000,2000,500,250,125,60,30,20,10,5
103,,103,300,40400,7000,2000,500,250,125,60,30,20,10,5
104,,104,300,40600,7000,2000,500,250,125,60,30,20,10,5
105,,105,300,40800,7000,2000,500,250,125,60,30,20,10,5
106,,106,300,41000,7000,2000,500,250,125,60,30,20,10,5
107,,107,300,41200,7000,2000,500,250,125,60,30,20,10,5
108,,108,300,41400,7000,2000,500,250,125,60,30,20,10,5
109,,109,300,41600,7000,2000,500,250,125,60,30,20,10,5
110,,110,300,41800,7000,2000,500,250,125,60,30,20,10,5
111,,111,300,42000,7000,2000,500,250,125,60,30,20,10,5
112,,112,300,42200,7000,2000,500,250,125,60,30,20,10,5
113,,113,300,42400,7000,2000,500,250,125,60,30,20,10,5
114,,114,300,42600,7000,2000,500,250,125,60,30,20,10,5
115,,115,300,42800,7000,2000,500,250,125,60,30,20,10,5
116,,116,300,43000,7000,2000,500,250,125,60,30,20,10,5
117,,117,300,43200,7000,2000,500,250,125,60,30,20,10,5
118,,118,300,43400,7000,2000,500,250,125,60,30,20,10,5
119,,119,300,43600,7000,2000,500,250,125,60,30,20,10,5
120,,120,300,43800,7000,2000,500,250,125,60,30,20,10,5
121,,121,300,44000,7000,2000,500,250,125,60,30,20,10,5
122,,122,300,44200,7000,2000,500,250,125,60,30,20,10,5
123,,123,300,44400,7000,2000,500,250,125,60,30,20,10,5
124,,124,300,44600,7000,2000,500,250,125,60,30,20,10,5
125,,125,300,44800,7000,2000,500,250,125,60,30,20,10,5
126,,126,300,45000,7000,2000,500,250,125,60,30,20,10,5
127,,127,300,45200,7000,2000,500,250,125,60,30,20,10,5
128,,128,300,45400,7000,2000,500,250,125,60,30,20,10,5
129,,129,300,45600,7000,2000,500,250,125,60,30,20,10,5
130,,130,300,45800,7000,2000,500,250,125,60,30,20,10,5
131,,131,300,46000,7000,2000,500,250,125,60,30,20,10,5
132,,132,300,46200,7000,2000,500,250,125,60,30,20,10,5
133,,133,300,46400,7000,2000,500,250,125,60,30,20,10,5
134,,134,300,46600,7000,2000,500,250,125,60,30,20,10,5
135,,135,300,46800,7000,2000,500,250,125,60,30,20,10,5
136,,136,300,47000,7000,2000,500,250,125,60,30,20,10,5
137,,137,300,47200,7000,2000,500,250,125,60,30,20,10,5
138,,138,300,47400,7000,2000,500,250,125,60,30,20,10,5
139,,139,300,47600,7000,2000,500,250,125,60,30,20,10,5
140,,140,300,47800,7000,2000,500,250,125,60,30,20,10,5
141,,141,300,48000,7000,2000,500,250,125,60,30,20,10,5
142,,142,300,48200,7000,2000,500,250,125,60,30,20,10,5
143,,143,300,48400,7000,2000,500,250,125,60,30,20,10,5
144,,144,300,48600,7000,2000,500,250,125,60,30,20,10,5
145,,145,300,48800,7000,2000,500,250,125,60,30,20,10,5
146,,146,300,49000,7000,2000,500,250,125,60,30,20,10,5
147,,147,300,49200,7000,2000,500,250,125,60,30,20,10,5
148,,148,300,49400,7000,2000,500,250,125,60,30,20,10,5
149,,149,300,49600,7000,2000,500,250,125,60,30,20,10,5
150,,150,300,49800,7000,2000,500,250,125,60,30,20,10,5
151,,151,400,50000,7000,2000,500,250,125,60,30,20,10,5
152,,152,400,50200,7000,2000,500,250,125,60,30,20,10,5
153,,153,400,50400,7000,2000,500,250,125,60,30,20,10,5
154,,154,400,50600,7000,2000,500,250,125,60,30,20,10,5
155,,155,400,50800,7000,2000,500,250,125,60,30,20,10,5
156,,156,400,51000,7000,2000,500,250,125,60,30,20,10,5
157,,157,400,51200,7000,2000,500,250,125,60,30,20,10,5
158,,158,400,51400,7000,2000,500,250,125,60,30,20,10,5
159,,159,400,51600,7000,2000,500,250,125,60,30,20,10,5
160,,160,400,51800,7000,2000,500,250,125,60,30,20,10,5
161,,161,400,52000,7000,2000,500,250,125,60,30,20,10,5
162,,162,400,52200,7000,2000,500,250,125,60,30,20,10,5
163,,163,400,52400,7000,2000,500,250,125,60,30,20,10,5
164,,164,400,52600,7000,2000,500,250,125,60,30,20,10,5
165,,165,400,52800,7000,2000,500,250,125,60,30,20,10,5
166,,166,400,53000,7000,2000,500,250,125,60,30,20,10,5
167,,167,400,53200,7000,2000,500,250,125,60,30,20,10,5
168,,168,400,53400,7000,2000,500,250,125,60,30,20,10,5
169,,169,400,53600,7000,2000,500,250,125,60,30,20,10,5
170,,170,400,53800,7000,2000,500,250,125,60,30,20,10,5
171,,171,400,54000,7000,2000,500,250,125,60,30,20,10,5
172,,172,400,54200,7000,2000,500,250,125,60,30,20,10,5
173,,173,400,54400,7000,2000,500,250,125,60,30,20,10,5
174,,174,400,54600,7000,2000,500,250,125,60,30,20,10,5
175,,175,400,54800,7000,2000,500,250,125,60,30,20,10,5
176,,176,400,55000,7000,2000,500,250,125,60,30,20,10,5
177,,177,400,55200,7000,2000,500,250,125,60,30,20,10,5
178,,178,400,55400,7000,2000,500,250,125,60,30,20,10,5
179,,179,400,55600,7000,2000,500,250,125,60,30,20,10,5
180,,180,400,55800,7000,2000,500,250,125,60,30,20,10,5
181,,181,400,56000,7000,2000,500,250,125,60,30,20,10,5
182,,182,400,56200,7000,2000,500,250,125,60,30,20,10,5
183,,183,400,56400,7000,2000,500,250,125,60,30,20,10,5
184,,184,400,56600,7000,2000,500,250,125,60,30,20,10,5
185,,185,400,56800,7000,2000,500,250,125,60,30,20,10,5
186,,186,400,57000,7000,2000,500,250,125,60,30,20,10,5
187,,187,400,57200,7000,2000,500,250,125,60,30,20,10,5
188,,188,400,57400,7000,2000,500,250,125,60,30,20,10,5
189,,189,400,57600,7000,2000,500,250,125,60,30,20,10,5
190,,190,400,57800,7000,2000,500,250,125,60,30,20,10,5
191,,191,400,58000,7000,2000,500,250,125,60,30,20,10,5
192,,192,400,58200,7000,2000,500,250,125,60,30,20,10,5
193,,193,400,58400,7000,2000,500,250,125,60,30,20,10,5
194,,194,400,58600,7000,2000,500,250,125,60,30,20,10,5
195,,195,400,58800,7000,2000,500,250,125,60,30,20,10,5
196,,196,400,59000,7000,2000,500,250,125,60,30,20,10,5
197,,197,400,59200,7000,2000,500,250,125,60,30,20,10,5
198,,198,400,59400,7000,2000,500,250,125,60,30,20,10,5
199,,199,400,59600,7000,2000,500,250,125,60,30,20,10,5
200,,200,400,59800,7000,2000,500,250,125,60,30,20,10,5
201,,201,500,60000,7000,2000,500,250,125,60,30,20,10,5
202,,202,500,60200,7000,2000,500,250,125,60,30,20,10,5
203,,203,500,60400,7000,2000,500,250,125,60,30,20,10,5
204,,204,500,60600,7000,2000,500,250,125,60,30,20,10,5
205,,205,500,60800,7000,2000,500,250,125,60,30,20,10,5
206,,206,500,61000,7000,2000,500,250,125,60,30,20,10,5
207,,207,500,61200,7000,2000,500,250,125,60,30,20,10,5
208,,208,500,61400,7000,2000,500,250,125,60,30,20,10,5
209,,209,500,61600,7000,2000,500,250,125,60,30,20,10,5
210,,210,500,61800,7000,2000,500,250,125,60,30,20,10,5
211,,211,500,62000,7000,2000,500,250,125,60,30,20,10,5
212,,212,500,62200,7000,2000,500,250,125,60,30,20,10,5
213,,213,500,62400,7000,2000,500,250,125,60,30,20,10,5
214,,214,500,62600,7000,2000,500,250,125,60,30,20,10,5
215,,215,500,62800,7000,2000,500,250,125,60,30,20,10,5
216,,216,500,63000,7000,2000,500,250,125,60,30,20,10,5
217,,217,500,63200,7000,2000,500,250,125,60,30,20,10,5
218,,218,500,63400,7000,2000,500,250,125,60,30,20,10,5
219,,219,500,63600,7000,2000,500,250,125,60,30,20,10,5
220,,220,500,63800,7000,2000,500,250,125,60,30,20,10,5
221,,221,500,64000,7000,2000,500,250,125,60,30,20,10,5
222,,222,500,64200,7000,2000,500,250,125,60,30,20,10,5
223,,223,500,64400,7000,2000,500,250,125,60,30,20,10,5
224,,224,500,64600,7000,2000,500,250,125,60,30,20,10,5
225,,225,500,64800,7000,2000,500,250,125,60,30,20,10,5
226,,226,500,65000,7000,2000,500,250,125,60,30,20,10,5
227,,227,500,65200,7000,2000,500,250,125,60,30,20,10,5
228,,228,500,65400,7000,2000,500,250,125,60,30,20,10,5
229,,229,500,65600,7000,2000,500,250,125,60,30,20,10,5
230,,230,500,65800,7000,2000,500,250,125,60,30,20,10,5
231,,231,500,66000,7000,2000,500,250,125,60,30,20,10,5
232,,232,500,66200,7000,2000,500,250,125,60,30,20,10,5
233,,233,500,66400,7000,2000,500,250,125,60,30,20,10,5
234,,234,500,66600,7000,2000,500,250,125,60,30,20,10,5
235,,235,500,66800,7000,2000,500,250,125,60,30,20,10,5
236,,236,500,67000,7000,2000,500,250,125,60,30,20,10,5
237,,237,500,67200,7000,2000,500,250,125,60,30,20,10,5
238,,238,500,67400,7000,2000,500,250,125,60,30,20,10,5
239,,239,500,67600,7000,2000,500,250,125,60,30,20,10,5
240,,240,500,67800,7000,2000,500,250,125,60,30,20,10,5
241,,241,500,68000,7000,2000,500,250,125,60,30,20,10,5
242,,242,500,68200,7000,2000,500,250,125,60,30,20,10,5
243,,243,500,68400,7000,2000,500,250,125,60,30,20,10,5
244,,244,500,68600,7000,2000,500,250,125,60,30,20,10,5
245,,245,500,68800,7000,2000,500,250,125,60,30,20,10,5
246,,246,500,69000,7000,2000,500,250,125,60,30,20,10,5
247,,247,500,69200,7000,2000,500,250,125,60,30,20,10,5
248,,248,500,69400,7000,2000,500,250,125,60,30,20,10,5
249,,249,500,69600,7000,2000,500,250,125,60,30,20,10,5
250,,250,500,69800,7000,2000,500,250,125,60,30,20,10,5
251,,251,500,70000,7000,2000,500,250,125,60,30,20,10,5
252,,252,500,70200,7000,2000,500,250,125,60,30,20,10,5
253,,253,500,70400,7000,2000,500,250,125,60,30,20,10,5
254,,254,500,70600,7000,2000,500,250,125,60,30,20,10,5
255,,255,500,70800,7000,2000,500,250,125,60,30,20,10,5
256,,256,500,71000,7000,2000,500,250,125,60,30,20,10,5
257,,257,500,71200,7000,2000,500,250,125,60,30,20,10,5
258,,258,500,71400,7000,2000,500,250,125,60,30,20,10,5
259,,259,500,71600,7000,2000,500,250,125,60,30,20,10,5
260,,260,500,71800,7000,2000,500,250,125,60,30,20,10,5
261,,261,500,72000,7000,2000,500,250,125,60,30,20,10,5
262,,262,500,72200,7000,2000,500,250,125,60,30,20,10,5
263,,263,500,72400,7000,2000,500,250,125,60,30,20,10,5
264,,264,500,72600,7000,2000,500,250,125,60,30,20,10,5
265,,265,500,72800,7000,2000,500,250,125,60,30,20,10,5
266,,266,500,73000,7000,2000,500,250,125,60,30,20,10,5
267,,267,500,73200,7000,2000,500,250,125,60,30,20,10,5
268,,268,500,73400,7000,2000,500,250,125,60,30,20,10,5
269,,269,500,73600,7000,2000,500,250,125,60,30,20,10,5
270,,270,500,73800,7000,2000,500,250,125,60,30,20,10,5
271,,271,500,74000,7000,2000,500,250,125,60,30,20,10,5
272,,272,500,74200,7000,2000,500,250,125,60,30,20,10,5
273,,273,500,74400,7000,2000,500,250,125,60,30,20,10,5
274,,274,500,74600,7000,2000,500,250,125,60,30,20,10,5
275,,275,500,74800,7000,2000,500,250,125,60,30,20,10,5
276,,276,500,75000,7000,2000,500,250,125,60,30,20,10,5
277,,277,500,75200,7000,2000,500,250,125,60,30,20,10,5
278,,278,500,75400,7000,2000,500,250,125,60,30,20,10,5
279,,279,500,75600,7000,2000,500,250,125,60,30,20,10,5
280,,280,500,75800,7000,2000,500,250,125,60,30,20,10,5
281,,281,500,76000,7000,2000,500,250,125,60,30,20,10,5
282,,282,500,76200,7000,2000,500,250,125,60,30,20,10,5
283,,283,500,76400,7000,2000,500,250,125,60,30,20,10,5
284,,284,500,76600,7000,2000,500,250,125,60,30,20,10,5
285,,285,500,76800,7000,2000,500,250,125,60,30,20,10,5
286,,286,500,77000,7000,2000,500,250,125,60,30,20,10,5
287,,287,500,77200,7000,2000,500,250,125,60,30,20,10,5
288,,288,500,77400,7000,2000,500,250,125,60,30,20,10,5
289,,289,500,77600,7000,2000,500,250,125,60,30,20,10,5
290,,290,500,77800,7000,2000,500,250,125,60,30,20,10,5
291,,291,500,78000,7000,2000,500,250,125,60,30,20,10,5
292,,292,500,78200,7000,2000,500,250,125,60,30,20,10,5
293,,293,500,78400,7000,2000,500,250,125,60,30,20,10,5
294,,294,500,78600,7000,2000,500,250,125,60,30,20,10,5
295,,295,500,78800,7000,2000,500,250,125,60,30,20,10,5
296,,296,500,79000,7000,2000,500,250,125,60,30,20,10,5
297,,297,500,79200,7000,2000,500,250,125,60,30,20,10,5
298,,298,500,79400,7000,2000,500,250,125,60,30,20,10,5
299,,299,500,79600,7000,2000,500,250,125,60,30,20,10,5
300,,300,500,79800,7000,2000,500,250,125,60,30,20,10,5
