key,Remarks,uniqueId,itemModelId,conditionLevel,nextID,type,subType,recordOldData,heroModelID,fettersName,fettersDesc,fettersAttrDesc,fettersAttrData,fettersPrecentAttrData,subConditionValue
2010070602,,2010070602,20100701,2,2010070603,2,25,,201007,幽冥血影,,Lv.2 神器觉醒到达2星：法术攻击+18%,,法术攻击_1800,2_2;3_20
2010070603,,2010070603,20100701,3,2010070604,2,25,,201007,幽冥血影,,Lv.3 神器觉醒到达3星：法术攻击+21%,,法术攻击_2100,2_3;3_30
2010070604,,2010070604,20100701,4,2010070605,2,25,,201007,幽冥血影,,Lv.4 神器觉醒到达4星：法术攻击+24%,,法术攻击_2400,2_4;3_40
2010070605,,2010070605,20100701,5,,2,25,,201007,幽冥血影,,Lv.5 神器觉醒到达5星：法术攻击+27%,,法术攻击_2700,2_5;3_50
2030100601,,2030100601,20301001,1,2030100602,2,26,,203010,飞轮风刃,,Lv.1 神器觉醒到达1星：物理攻击+15%,,物理攻击_1500,2_1;3_10
2030100602,,2030100602,20301001,2,2030100603,2,26,,203010,飞轮风刃,,Lv.2 神器觉醒到达2星：物理攻击+18%,,物理攻击_1800,2_2;3_20
2030100603,,2030100603,20301001,3,2030100604,2,26,,203010,飞轮风刃,,Lv.3 神器觉醒到达3星：物理攻击+21%,,物理攻击_2100,2_3;3_30
2030100604,,2030100604,20301001,4,2030100605,2,26,,203010,飞轮风刃,,Lv.4 神器觉醒到达4星：物理攻击+24%,,物理攻击_2400,2_4;3_40
2030100605,,2030100605,20301001,5,,2,26,,203010,飞轮风刃,,Lv.5 神器觉醒到达5星：物理攻击+27%,,物理攻击_2700,2_5;3_50
2040020601,,2040020601,20400201,1,2040020602,2,27,,204002,时空羽衣,,Lv.1 神器觉醒到达1星：物理攻击+15%,,物理攻击_1500,2_1;3_10
2040020602,,2040020602,20400201,2,2040020603,2,27,,204002,时空羽衣,,Lv.2 神器觉醒到达2星：物理攻击+18%,,物理攻击_1800,2_2;3_20
2040020603,,2040020603,20400201,3,2040020604,2,27,,204002,时空羽衣,,Lv.3 神器觉醒到达3星：物理攻击+21%,,物理攻击_2100,2_3;3_30
2040020604,,2040020604,20400201,4,2040020605,2,27,,204002,时空羽衣,,Lv.4 神器觉醒到达4星：物理攻击+24%,,物理攻击_2400,2_4;3_40
2040020605,,2040020605,20400201,5,,2,27,,204002,时空羽衣,,Lv.5 神器觉醒到达5星：物理攻击+27%,,物理攻击_2700,2_5;3_50
2030130601,,2030130601,20301301,1,2030130602,2,28,,203013,雷公神鞭,,Lv.1 神器觉醒到达1星：法术攻击+15%,,法术攻击_1500,2_1;3_10
2030130602,,2030130602,20301301,2,2030130603,2,28,,203013,雷公神鞭,,Lv.2 神器觉醒到达2星：法术攻击+18%,,法术攻击_1800,2_2;3_20
2030130603,,2030130603,20301301,3,2030130604,2,28,,203013,雷公神鞭,,Lv.3 神器觉醒到达3星：法术攻击+21%,,法术攻击_2100,2_3;3_30
2030130604,,2030130604,20301301,4,2030130605,2,28,,203013,雷公神鞭,,Lv.4 神器觉醒到达4星：法术攻击+24%,,法术攻击_2400,2_4;3_40
2030130605,,2030130605,20301301,5,,2,28,,203013,雷公神鞭,,Lv.5 神器觉醒到达5星：法术攻击+27%,,法术攻击_2700,2_5;3_50
2030040601,,2030040601,20300401,1,2030040602,2,29,,203004,倾世狐妖,,Lv.1 神器觉醒到达1星：法术攻击+15%,,法术攻击_1500,2_1;3_10
2030040602,,2030040602,20300401,2,2030040603,2,29,,203004,倾世狐妖,,Lv.2 神器觉醒到达2星：法术攻击+18%,,法术攻击_1800,2_2;3_20
2030040603,,2030040603,20300401,3,2030040604,2,29,,203004,倾世狐妖,,Lv.3 神器觉醒到达3星：法术攻击+21%,,法术攻击_2100,2_3;3_30
2030040604,,2030040604,20300401,4,2030040605,2,29,,203004,倾世狐妖,,Lv.4 神器觉醒到达4星：法术攻击+24%,,法术攻击_2400,2_4;3_40
2030040605,,2030040605,20300401,5,,2,29,,203004,倾世狐妖,,Lv.5 神器觉醒到达5星：法术攻击+27%,,法术攻击_2700,2_5;3_50
2000120601,,2000120601,20001201,1,2000120602,2,30,,200012,血魔禁鞭,,Lv.1 神器觉醒到达1星：物理攻击+15%,,物理攻击_1500,2_1;3_10
2000120602,,2000120602,20001201,2,2000120603,2,30,,200012,血魔禁鞭,,Lv.2 神器觉醒到达2星：物理攻击+18%,,物理攻击_1800,2_2;3_20
2000120603,,2000120603,20001201,3,2000120604,2,30,,200012,血魔禁鞭,,Lv.3 神器觉醒到达3星：物理攻击+21%,,物理攻击_2100,2_3;3_30
2000120604,,2000120604,20001201,4,2000120605,2,30,,200012,血魔禁鞭,,Lv.4 神器觉醒到达4星：物理攻击+24%,,物理攻击_2400,2_4;3_40
2000120605,,2000120605,20001201,5,,2,30,,200012,血魔禁鞭,,Lv.5 神器觉醒到达5星：物理攻击+27%,,物理攻击_2700,2_5;3_50
2030110601,,2030110601,20301101,1,2030110602,2,31,,203011,灵兽为伴,,Lv.1 神器觉醒到达1星：物理攻击+15%,,物理攻击_1500,2_1;3_10
2030110602,,2030110602,20301101,2,2030110603,2,31,,203011,灵兽为伴,,Lv.2 神器觉醒到达2星：物理攻击+18%,,物理攻击_1800,2_2;3_20
2030110603,,2030110603,20301101,3,2030110604,2,31,,203011,灵兽为伴,,Lv.3 神器觉醒到达3星：物理攻击+21%,,物理攻击_2100,2_3;3_30
2030110604,,2030110604,20301101,4,2030110605,2,31,,203011,灵兽为伴,,Lv.4 神器觉醒到达4星：物理攻击+24%,,物理攻击_2400,2_4;3_40
2030110605,,2030110605,20301101,5,,2,31,,203011,灵兽为伴,,Lv.5 神器觉醒到达5星：物理攻击+27%,,物理攻击_2700,2_5;3_50
2040080601,,2040080601,20400801,1,2040080602,2,32,,204008,万顷砂流,,Lv.1 神器觉醒到达1星：法术攻击+15%,,法术攻击_1500,2_1;3_10
2040080602,,2040080602,20400801,2,2040080603,2,32,,204008,万顷砂流,,Lv.2 神器觉醒到达2星：法术攻击+18%,,法术攻击_1800,2_2;3_20
2040080603,,2040080603,20400801,3,2040080604,2,32,,204008,万顷砂流,,Lv.3 神器觉醒到达3星：法术攻击+21%,,法术攻击_2100,2_3;3_30
2040080604,,2040080604,20400801,4,2040080605,2,32,,204008,万顷砂流,,Lv.4 神器觉醒到达4星：法术攻击+24%,,法术攻击_2400,2_4;3_40
2040080605,,2040080605,20400801,5,,2,32,,204008,万顷砂流,,Lv.5 神器觉醒到达5星：法术攻击+27%,,法术攻击_2700,2_5;3_50
2030070601,,2030070601,20300701,1,2030070602,2,33,,203007,极冻寒冰,,Lv.1 神器觉醒到达1星：物理攻击+15%,,物理攻击_1500,2_1;3_10
2030070602,,2030070602,20300701,2,2030070603,2,33,,203007,极冻寒冰,,Lv.2 神器觉醒到达2星：物理攻击+18%,,物理攻击_1800,2_2;3_20
2030070603,,2030070603,20300701,3,2030070604,2,33,,203007,极冻寒冰,,Lv.3 神器觉醒到达3星：物理攻击+21%,,物理攻击_2100,2_3;3_30
2030070604,,2030070604,20300701,4,2030070605,2,33,,203007,极冻寒冰,,Lv.4 神器觉醒到达4星：物理攻击+24%,,物理攻击_2400,2_4;3_40
2030070605,,2030070605,20300701,5,,2,33,,203007,极冻寒冰,,Lv.5 神器觉醒到达5星：物理攻击+27%,,物理攻击_2700,2_5;3_50
2000060601,,2000060601,20000601,1,2000060602,2,34,,200006,赵天君,,Lv.1 神器觉醒到达1星：物理攻击+15%,,物理攻击_1500,2_1;3_10
2000060602,,2000060602,20000601,2,2000060603,2,34,,200006,赵天君,,Lv.2 神器觉醒到达2星：物理攻击+18%,,物理攻击_1800,2_2;3_20
2000060603,,2000060603,20000601,3,2000060604,2,34,,200006,赵天君,,Lv.3 神器觉醒到达3星：物理攻击+21%,,物理攻击_2100,2_3;3_30
2000060604,,2000060604,20000601,4,2000060605,2,34,,200006,赵天君,,Lv.4 神器觉醒到达4星：物理攻击+24%,,物理攻击_2400,2_4;3_40
2000060605,,2000060605,20000601,5,,2,34,,200006,赵天君,,Lv.5 神器觉醒到达5星：物理攻击+27%,,物理攻击_2700,2_5;3_50
2020030601,,2020030601,20200301,1,2020030602,2,35,,202003,开天之舞,,Lv.1 神器觉醒到达1星：法术攻击+15%,,法术攻击_1500,2_1;3_10
2020030602,,2020030602,20200301,2,2020030603,2,35,,202003,开天之舞,,Lv.2 神器觉醒到达2星：法术攻击+18%,,法术攻击_1800,2_2;3_20
2020030603,,2020030603,20200301,3,2020030604,2,35,,202003,开天之舞,,Lv.3 神器觉醒到达3星：法术攻击+21%,,法术攻击_2100,2_3;3_30
2020030604,,2020030604,20200301,4,2020030605,2,35,,202003,开天之舞,,Lv.4 神器觉醒到达4星：法术攻击+24%,,法术攻击_2400,2_4;3_40
