key,Remarks,uniqueId,conditionId,conditionLevel,subConditionId,nextID,fettersAttrDesc,fettersAttrData,fettersPrecentAttrData,subConditionRestrict,subConditionValue
2020010401,,2020010401,20200104,1,20200104,2020010402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2020010402,,2020010402,20200104,2,20200104,2020010403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2020010403,,2020010403,20200104,3,20200104,2020010404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2020010404,,2020010404,20200104,4,20200104,2020010405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2020010405,,2020010405,20200104,5,20200104,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2020010501,,2020010501,20200105,1,20200105,2020010502,Lv.1 同时拥有2个白色品阶羁绊英雄：物理攻击+120,物理攻击_120,,3_2,1_0
2020010502,,2020010502,20200105,2,20200105,2020010503,Lv.2 同时拥有2个绿色品阶羁绊英雄：物理攻击+360,物理攻击_360,,3_2,1_1
2020010503,,2020010503,20200105,3,20200105,2020010504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：物理攻击+600,物理攻击_600,,3_2,1_4
2020010504,,2020010504,20200105,4,20200105,2020010505,Lv.4 同时拥有2个紫色品阶羁绊英雄：物理攻击+840,物理攻击_840,,3_2,1_8
2020010505,,2020010505,20200105,5,20200105,,Lv.5 同时拥有2个橙色品阶羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,1_13
2020020101,,2020020101,20200201,1,20200201,2020020102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020020102,,2020020102,20200201,2,20200201,2020020103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020020103,,2020020103,20200201,3,20200201,2020020104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020020104,,2020020104,20200201,4,20200201,2020020105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020020105,,2020020105,20200201,5,20200201,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020020201,,2020020201,20200202,1,20200202,2020020202,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020020202,,2020020202,20200202,2,20200202,2020020203,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020020203,,2020020203,20200202,3,20200202,2020020204,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020020204,,2020020204,20200202,4,20200202,2020020205,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020020205,,2020020205,20200202,5,20200202,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020020301,,2020020301,20200203,1,20200203,2020020302,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020020302,,2020020302,20200203,2,20200203,2020020303,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020020303,,2020020303,20200203,3,20200203,2020020304,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020020304,,2020020304,20200203,4,20200203,2020020305,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020020305,,2020020305,20200203,5,20200203,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020020401,,2020020401,20200204,1,20200204,2020020402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2020020402,,2020020402,20200204,2,20200204,2020020403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2020020403,,2020020403,20200204,3,20200204,2020020404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2020020404,,2020020404,20200204,4,20200204,2020020405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2020020405,,2020020405,20200204,5,20200204,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2020020501,,2020020501,20200205,1,20200205,2020020502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2020020502,,2020020502,20200205,2,20200205,2020020503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2020020503,,2020020503,20200205,3,20200205,2020020504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2020020504,,2020020504,20200205,4,20200205,2020020505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2020020505,,2020020505,20200205,5,20200205,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2020040101,,2020040101,20200401,1,20200401,2020040102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020040102,,2020040102,20200401,2,20200401,2020040103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020040103,,2020040103,20200401,3,20200401,2020040104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020040104,,2020040104,20200401,4,20200401,2020040105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020040105,,2020040105,20200401,5,20200401,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020040201,,2020040201,20200402,1,20200402,2020040202,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020040202,,2020040202,20200402,2,20200402,2020040203,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020040203,,2020040203,20200402,3,20200402,2020040204,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020040204,,2020040204,20200402,4,20200402,2020040205,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020040205,,2020040205,20200402,5,20200402,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020040301,,2020040301,20200403,1,20200403,2020040302,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020040302,,2020040302,20200403,2,20200403,2020040303,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020040303,,2020040303,20200403,3,20200403,2020040304,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020040304,,2020040304,20200403,4,20200403,2020040305,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020040305,,2020040305,20200403,5,20200403,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020040401,,2020040401,20200404,1,20200404,2020040402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2020040402,,2020040402,20200404,2,20200404,2020040403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2020040403,,2020040403,20200404,3,20200404,2020040404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2020040404,,2020040404,20200404,4,20200404,2020040405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2020040405,,2020040405,20200404,5,20200404,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2020040501,,2020040501,20200405,1,20200405,2020040502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2020040502,,2020040502,20200405,2,20200405,2020040503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2020040503,,2020040503,20200405,3,20200405,2020040504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2020040504,,2020040504,20200405,4,20200405,2020040505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2020040505,,2020040505,20200405,5,20200405,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2000010101,,2000010101,20000101,1,20000101,2000010102,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2000010102,,2000010102,20000101,2,20000101,2000010103,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2000010103,,2000010103,20000101,3,20000101,2000010104,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2000010104,,2000010104,20000101,4,20000101,2000010105,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2000010105,,2000010105,20000101,5,20000101,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2000010201,,2000010201,20000102,1,20000102,2000010202,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2000010202,,2000010202,20000102,2,20000102,2000010203,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2000010203,,2000010203,20000102,3,20000102,2000010204,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2000010204,,2000010204,20000102,4,20000102,2000010205,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2000010205,,2000010205,20000102,5,20000102,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2000010301,,2000010301,20000103,1,20000103,2000010302,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2000010302,,2000010302,20000103,2,20000103,2000010303,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2000010303,,2000010303,20000103,3,20000103,2000010304,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2000010304,,2000010304,20000103,4,20000103,2000010305,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2000010305,,2000010305,20000103,5,20000103,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2000010401,,2000010401,20000104,1,20000104,2000010402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2000010402,,2000010402,20000104,2,20000104,2000010403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2000010403,,2000010403,20000104,3,20000104,2000010404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2000010404,,2000010404,20000104,4,20000104,2000010405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2000010405,,2000010405,20000104,5,20000104,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2000010501,,2000010501,20000105,1,20000105,2000010502,Lv.1 同时拥有2个白色品阶羁绊英雄：物理攻击+120,物理攻击_120,,3_2,1_0
2000010502,,2000010502,20000105,2,20000105,2000010503,Lv.2 同时拥有2个绿色品阶羁绊英雄：物理攻击+360,物理攻击_360,,3_2,1_1
2000010503,,2000010503,20000105,3,20000105,2000010504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：物理攻击+600,物理攻击_600,,3_2,1_4
2000010504,,2000010504,20000105,4,20000105,2000010505,Lv.4 同时拥有2个紫色品阶羁绊英雄：物理攻击+840,物理攻击_840,,3_2,1_8
2000010505,,2000010505,20000105,5,20000105,,Lv.5 同时拥有2个橙色品阶羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,1_13
2020050101,,2020050101,20200501,1,20200501,2020050102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020050102,,2020050102,20200501,2,20200501,2020050103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020050103,,2020050103,20200501,3,20200501,2020050104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020050104,,2020050104,20200501,4,20200501,2020050105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020050105,,2020050105,20200501,5,20200501,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020050201,,2020050201,20200502,1,20200502,2020050202,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2020050202,,2020050202,20200502,2,20200502,2020050203,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2020050203,,2020050203,20200502,3,20200502,2020050204,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2020050204,,2020050204,20200502,4,20200502,2020050205,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2020050205,,2020050205,20200502,5,20200502,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2020050301,,2020050301,20200503,1,20200503,2020050302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2020050302,,2020050302,20200503,2,20200503,2020050303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2020050303,,2020050303,20200503,3,20200503,2020050304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2020050304,,2020050304,20200503,4,20200503,2020050305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2020050305,,2020050305,20200503,5,20200503,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2020050401,,2020050401,20200504,1,20200504,2020050402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2020050402,,2020050402,20200504,2,20200504,2020050403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2020050403,,2020050403,20200504,3,20200504,2020050404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2020050404,,2020050404,20200504,4,20200504,2020050405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2020050405,,2020050405,20200504,5,20200504,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2020050501,,2020050501,20200505,1,20200505,2020050502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2020050502,,2020050502,20200505,2,20200505,2020050503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2020050503,,2020050503,20200505,3,20200505,2020050504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2020050504,,2020050504,20200505,4,20200505,2020050505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2020050505,,2020050505,20200505,5,20200505,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2000120101,,2000120101,20001201,1,20001201,2000120102,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2000120102,,2000120102,20001201,2,20001201,2000120103,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2000120103,,2000120103,20001201,3,20001201,2000120104,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2000120104,,2000120104,20001201,4,20001201,2000120105,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2000120105,,2000120105,20001201,5,20001201,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2000120201,,2000120201,20001202,1,20001202,2000120202,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2000120202,,2000120202,20001202,2,20001202,2000120203,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2000120203,,2000120203,20001202,3,20001202,2000120204,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2000120204,,2000120204,20001202,4,20001202,2000120205,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2000120205,,2000120205,20001202,5,20001202,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2000120301,,2000120301,20001203,1,20001203,2000120302,Lv.1 同时拥有2个1星羁绊英雄：法术攻击+120,法术攻击_120,,3_2,2_1
2000120302,,2000120302,20001203,2,20001203,2000120303,Lv.2 同时拥有2个2星羁绊英雄：法术攻击+360,法术攻击_360,,3_2,2_2
2000120303,,2000120303,20001203,3,20001203,2000120304,Lv.3 同时拥有2个3星羁绊英雄：法术攻击+600,法术攻击_600,,3_2,2_3
2000120304,,2000120304,20001203,4,20001203,2000120305,Lv.4 同时拥有2个4星羁绊英雄：法术攻击+840,法术攻击_840,,3_2,2_4
2000120305,,2000120305,20001203,5,20001203,,Lv.5 同时拥有2个5星羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,2_5
2000120401,,2000120401,20001204,1,20001204,2000120402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2000120402,,2000120402,20001204,2,20001204,2000120403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2000120403,,2000120403,20001204,3,20001204,2000120404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2000120404,,2000120404,20001204,4,20001204,2000120405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2000120405,,2000120405,20001204,5,20001204,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2000120501,,2000120501,20001205,1,20001205,2000120502,Lv.1 同时拥有2个白色品阶羁绊英雄：法术攻击+120,法术攻击_120,,3_2,1_0
2000120502,,2000120502,20001205,2,20001205,2000120503,Lv.2 同时拥有2个绿色品阶羁绊英雄：法术攻击+360,法术攻击_360,,3_2,1_1
2000120503,,2000120503,20001205,3,20001205,2000120504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：法术攻击+600,法术攻击_600,,3_2,1_4
2000120504,,2000120504,20001205,4,20001205,2000120505,Lv.4 同时拥有2个紫色品阶羁绊英雄：法术攻击+840,法术攻击_840,,3_2,1_8
2000120505,,2000120505,20001205,5,20001205,,Lv.5 同时拥有2个橙色品阶羁绊英雄：法术攻击+1080,法术攻击_1080,,3_2,1_13
2010010101,,2010010101,20100101,1,20100101,2010010102,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2010010102,,2010010102,20100101,2,20100101,2010010103,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2010010103,,2010010103,20100101,3,20100101,2010010104,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2010010104,,2010010104,20100101,4,20100101,2010010105,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2010010105,,2010010105,20100101,5,20100101,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2010010201,,2010010201,20100102,1,20100102,2010010202,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010010202,,2010010202,20100102,2,20100102,2010010203,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010010203,,2010010203,20100102,3,20100102,2010010204,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010010204,,2010010204,20100102,4,20100102,2010010205,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010010205,,2010010205,20100102,5,20100102,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010010301,,2010010301,20100103,1,20100103,2010010302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010010302,,2010010302,20100103,2,20100103,2010010303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010010303,,2010010303,20100103,3,20100103,2010010304,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010010304,,2010010304,20100103,4,20100103,2010010305,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010010305,,2010010305,20100103,5,20100103,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010010401,,2010010401,20100104,1,20100104,2010010402,Lv.1 同时拥有2个白色品阶羁绊英雄：生命+960,生命_960,,3_2,1_0
2010010402,,2010010402,20100104,2,20100104,2010010403,Lv.2 同时拥有2个绿色品阶羁绊英雄：生命+2880,生命_2880,,3_2,1_1
2010010403,,2010010403,20100104,3,20100104,2010010404,Lv.3 同时拥有2个蓝色品阶羁绊英雄：生命+4800,生命_4800,,3_2,1_4
2010010404,,2010010404,20100104,4,20100104,2010010405,Lv.4 同时拥有2个紫色品阶羁绊英雄：生命+6720,生命_6720,,3_2,1_8
2010010405,,2010010405,20100104,5,20100104,,Lv.5 同时拥有2个橙色品阶羁绊英雄：生命+8640,生命_8640,,3_2,1_13
2010010501,,2010010501,20100105,1,20100105,2010010502,Lv.1 同时拥有2个白色品阶羁绊英雄：物理攻击+120,物理攻击_120,,3_2,1_0
2010010502,,2010010502,20100105,2,20100105,2010010503,Lv.2 同时拥有2个绿色品阶羁绊英雄：物理攻击+360,物理攻击_360,,3_2,1_1
2010010503,,2010010503,20100105,3,20100105,2010010504,Lv.3 同时拥有2个蓝色品阶羁绊英雄：物理攻击+600,物理攻击_600,,3_2,1_4
2010010504,,2010010504,20100105,4,20100105,2010010505,Lv.4 同时拥有2个紫色品阶羁绊英雄：物理攻击+840,物理攻击_840,,3_2,1_8
2010010505,,2010010505,20100105,5,20100105,,Lv.5 同时拥有2个橙色品阶羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,1_13
2010050101,,2010050101,20100501,1,20100501,2010050102,Lv.1 同时拥有2个1星羁绊英雄：物理攻击+120,物理攻击_120,,3_2,2_1
2010050102,,2010050102,20100501,2,20100501,2010050103,Lv.2 同时拥有2个2星羁绊英雄：物理攻击+360,物理攻击_360,,3_2,2_2
2010050103,,2010050103,20100501,3,20100501,2010050104,Lv.3 同时拥有2个3星羁绊英雄：物理攻击+600,物理攻击_600,,3_2,2_3
2010050104,,2010050104,20100501,4,20100501,2010050105,Lv.4 同时拥有2个4星羁绊英雄：物理攻击+840,物理攻击_840,,3_2,2_4
2010050105,,2010050105,20100501,5,20100501,,Lv.5 同时拥有2个5星羁绊英雄：物理攻击+1080,物理攻击_1080,,3_2,2_5
2010050201,,2010050201,20100502,1,20100502,2010050202,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010050202,,2010050202,20100502,2,20100502,2010050203,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
2010050203,,2010050203,20100502,3,20100502,2010050204,Lv.3 同时拥有2个3星羁绊英雄：生命+4800,生命_4800,,3_2,2_3
2010050204,,2010050204,20100502,4,20100502,2010050205,Lv.4 同时拥有2个4星羁绊英雄：生命+6720,生命_6720,,3_2,2_4
2010050205,,2010050205,20100502,5,20100502,,Lv.5 同时拥有2个5星羁绊英雄：生命+8640,生命_8640,,3_2,2_5
2010050301,,2010050301,20100503,1,20100503,2010050302,Lv.1 同时拥有2个1星羁绊英雄：生命+960,生命_960,,3_2,2_1
2010050302,,2010050302,20100503,2,20100503,2010050303,Lv.2 同时拥有2个2星羁绊英雄：生命+2880,生命_2880,,3_2,2_2
